"","ccode","year","atop_lengthmax","atop_lengthavg"
"1148",135,2001,54,54
"1149",135,2002,55,54
"1150",135,2003,56,56
"1151",135,2004,57,56
"1152",135,2005,58,58
"1153",135,2006,59,58
"1154",135,2007,60,60
"1155",135,2008,61,60
"1156",135,2009,62,62
"1157",135,2010,63,62
"1158",135,2011,64,64
"1159",135,2012,65,64
"1160",135,2013,66,66
"1161",135,2014,67,66
"1162",140,1970,23,22
"1163",140,1971,24,24
"1164",140,1972,25,24
"1165",140,1973,26,26
"1166",140,1974,27,26
"1167",140,1975,28,28
"1168",140,1976,29,28
"1169",140,1977,30,30
"1170",140,1978,31,30
"1171",140,1979,32,32
"1172",140,1980,33,32
"1173",140,1981,34,34
"1174",140,1982,35,34
"1175",140,1983,36,36
"1176",140,1984,37,36
"1177",140,1985,38,38
"1178",140,1986,39,38
"1179",140,1987,40,40
"1180",140,1988,41,40
"1181",140,1989,42,42
"1182",140,1990,43,42
"1183",140,1991,44,44
"1184",140,1992,45,44
"1185",140,1993,46,46
"1186",140,1994,47,46
"1187",140,1995,48,48
"1188",140,1996,49,48
"1189",140,1997,50,50
"1190",140,1998,51,50
"1191",140,1999,52,52
"1192",140,2000,53,52
"1193",140,2001,54,54
"1194",140,2002,55,54
"1195",140,2003,56,56
"1196",140,2004,57,56
"1197",140,2005,58,58
"1198",140,2006,59,58
"1199",140,2007,60,60
"1200",140,2008,61,60
"1201",140,2009,62,62
"1202",140,2010,63,62
"1203",140,2011,64,64
"1204",140,2012,65,64
"1205",140,2013,66,66
"1206",140,2014,67,66
"1207",145,1970,23,22
"1208",145,1971,24,24
"1209",145,1972,25,24
"1210",145,1973,26,26
"1211",145,1974,27,26
"1212",145,1975,28,28
"1213",145,1976,29,28
"1214",145,1977,30,30
"1215",145,1978,31,30
"1216",145,1979,32,32
"1217",145,1980,33,32
"1218",145,1981,34,34
"1219",145,1982,35,34
"1220",145,1983,36,36
"1221",145,1984,37,36
"1222",145,1985,38,38
"1223",145,1986,39,38
"1224",145,1987,40,40
"1225",145,1988,41,40
"1226",145,1989,42,42
"1227",145,1990,43,42
"1228",145,1991,44,44
"1229",145,1992,45,44
"1230",145,1993,46,46
"1231",145,1994,47,46
"1232",145,1995,48,48
"1233",145,1996,49,48
"1234",145,1997,50,50
"1235",145,1998,51,50
"1236",145,1999,52,52
"1237",145,2000,53,52
"1238",145,2001,54,54
"1239",145,2002,55,54
"1240",145,2003,56,56
"1241",145,2004,57,56
"1242",145,2005,58,58
"1243",145,2006,59,58
"1244",145,2007,60,60
"1245",145,2008,61,60
"1246",145,2009,62,62
"1247",145,2010,63,62
"1248",145,2011,64,64
"1249",145,2012,65,64
"1250",145,2013,66,66
"1251",145,2014,66,66
"1252",150,1970,23,22
"1253",150,1971,24,24
"1254",150,1972,25,24
"1255",150,1973,26,26
"1256",150,1974,27,26
"1257",150,1975,28,28
"1258",150,1976,29,28
"1259",150,1977,30,30
"1260",150,1978,31,30
"1261",150,1979,32,32
"1262",150,1980,33,32
"1263",150,1981,34,34
"1264",150,1982,35,34
"1265",150,1983,36,36
"1266",150,1984,37,36
"1267",150,1985,38,38
"1268",150,1986,39,38
"1269",150,1987,40,40
"1270",150,1988,41,40
"1271",150,1989,42,42
"1272",150,1990,43,42
"1273",150,1991,44,44
"1274",150,1992,45,44
"1275",150,1993,46,46
"1276",150,1994,47,46
"1277",150,1995,48,48
"1278",150,1996,49,48
"1279",150,1997,50,50
"1280",150,1998,51,50
"1281",150,1999,52,52
"1282",150,2000,53,52
"1283",150,2001,54,54
"1284",150,2002,55,54
"1285",150,2003,56,56
"1286",150,2004,57,56
"1287",150,2005,58,58
"1288",150,2006,59,58
"1289",150,2007,60,60
"1290",150,2008,61,60
"1291",150,2009,62,62
"1292",150,2010,63,62
"1293",150,2011,64,64
"1294",150,2012,65,64
"1295",150,2013,66,66
"1296",150,2014,67,66
"1297",155,1970,23,22
"1298",155,1971,24,24
"1299",155,1972,25,24
"1300",155,1973,26,26
"1301",155,1974,27,26
"1302",155,1975,28,28
"1303",155,1976,29,28
"1304",155,1977,30,30
"1305",155,1978,31,30
"1306",155,1979,32,32
"1307",155,1980,33,32
"1308",155,1981,34,34
"1309",155,1982,35,34
"1310",155,1983,36,36
"1311",155,1984,37,36
"1312",155,1985,38,38
"1313",155,1986,39,38
"1314",155,1987,40,40
"1315",155,1988,41,40
"1316",155,1989,42,42
"1317",155,1990,43,42
"1318",155,1991,44,44
"1319",155,1992,45,44
"1320",155,1993,46,46
"1321",155,1994,47,46
"1322",155,1995,48,48
"1323",155,1996,49,48
"1324",155,1997,50,50
"1325",155,1998,51,50
"1326",155,1999,52,52
"1327",155,2000,53,52
"1328",155,2001,54,54
"1329",155,2002,55,54
"1330",155,2003,56,56
"1331",155,2004,57,56
"1332",155,2005,58,58
"1333",155,2006,59,58
"1334",155,2007,60,60
"1335",155,2008,61,60
"1336",155,2009,62,62
"1337",155,2010,63,62
"1338",155,2011,64,64
"1339",155,2012,65,64
"1340",155,2013,66,66
"1341",155,2014,67,66
"1342",160,1970,23,22
"1343",160,1971,24,24
"1344",160,1972,25,24
"1345",160,1973,26,26
"1346",160,1974,27,26
"1347",160,1975,28,28
"1348",160,1976,29,28
"1349",160,1977,30,30
"1350",160,1978,31,30
"1351",160,1979,32,32
"1352",160,1980,33,32
"1353",160,1981,34,34
"1354",160,1982,35,34
"1355",160,1983,36,36
"1356",160,1984,37,36
"1357",160,1985,38,38
"1358",160,1986,39,38
"1359",160,1987,40,40
"1360",160,1988,41,40
"1361",160,1989,42,42
"1362",160,1990,43,42
"1363",160,1991,44,44
"1364",160,1992,45,44
"1365",160,1993,46,46
"1366",160,1994,47,46
"1367",160,1995,48,48
"1368",160,1996,49,48
"1369",160,1997,50,50
"1370",160,1998,51,50
"1371",160,1999,52,52
"1372",160,2000,53,52
"1373",160,2001,54,54
"1374",160,2002,55,54
"1375",160,2003,56,56
"1376",160,2004,57,56
"1377",160,2005,58,58
"1378",160,2006,59,58
"1379",160,2007,60,60
"1380",160,2008,61,60
"1381",160,2009,62,62
"1382",160,2010,63,62
"1383",160,2011,64,64
"1384",160,2012,65,64
"1385",160,2013,66,66
"1386",160,2014,67,66
"1387",165,1970,23,22
"1388",165,1971,24,24
"1389",165,1972,25,24
"1390",165,1973,26,26
"1391",165,1974,27,26
"1392",165,1975,28,28
"1393",165,1976,29,28
"1394",165,1977,30,30
"1395",165,1978,31,30
"1396",165,1979,32,32
"1397",165,1980,33,32
"1398",165,1981,34,34
"1399",165,1982,35,34
"1400",165,1983,36,36
"1401",165,1984,37,36
"1402",165,1985,38,38
"1403",165,1986,39,38
"1404",165,1987,40,40
"1405",165,1988,41,40
"1406",165,1989,42,42
"1407",165,1990,43,42
"1408",165,1991,44,44
"1409",165,1992,45,44
"1410",165,1993,46,46
"1411",165,1994,47,46
"1412",165,1995,48,48
"1413",165,1996,49,48
"1414",165,1997,50,50
"1415",165,1998,51,50
"1416",165,1999,52,52
"1417",165,2000,53,52
"1418",165,2001,54,54
"1419",165,2002,55,54
"1420",165,2003,56,56
"1421",165,2004,57,56
"1422",165,2005,58,58
"1423",165,2006,59,58
"1424",165,2007,60,60
"1425",165,2008,61,60
"1426",165,2009,62,62
"1427",165,2010,63,62
"1428",165,2011,64,64
"1429",165,2012,65,64
"1430",165,2013,66,66
"1431",165,2014,67,66
"1432",200,1970,19,14
"1433",200,1971,20,15
"1434",200,1972,21,17
"1435",200,1973,22,18
"1436",200,1974,23,20
"1437",200,1975,24,22
"1438",200,1976,25,23
"1439",200,1977,26,24
"1440",200,1978,27,26
"1441",200,1979,28,26
"1442",200,1980,29,28
"1443",200,1981,30,28
"1444",200,1982,31,30
"1445",200,1983,32,30
"1446",200,1984,33,32
"1447",200,1985,34,32
"1448",200,1986,35,34
"1449",200,1987,36,34
"1450",200,1988,37,36
"1451",200,1989,38,36
"1452",200,1990,39,38
"1453",200,1991,40,38
"1454",200,1992,41,40
"1455",200,1993,42,40
"1456",200,1994,43,42
"1457",200,1995,44,42
"1458",200,1996,45,44
"1459",200,1997,46,44
"1460",200,1998,47,46
"1461",200,1999,48,46
"1462",200,2000,49,48
"1463",200,2001,50,48
"1464",200,2002,51,50
"1465",200,2003,52,50
"1466",200,2004,53,52
"1467",200,2005,54,52
"1468",200,2006,55,54
"1469",200,2007,56,54
"1470",200,2008,57,37
"1471",200,2009,58,38
"1472",200,2010,59,39
"1473",200,2011,60,32
"1474",200,2012,61,33
"1475",200,2013,62,34
"1476",200,2014,63,35
"1477",205,2008,1,1
"1478",205,2009,2,2
"1479",205,2010,3,3
"1480",205,2011,4,4
"1481",205,2012,5,5
"1482",205,2013,6,6
"1483",205,2014,7,7
"1484",210,1970,19,18
"1485",210,1971,20,18
"1486",210,1972,21,20
"1487",210,1973,22,20
"1488",210,1974,23,22
"1489",210,1975,24,22
"1490",210,1976,25,24
"1491",210,1977,26,24
"1492",210,1978,27,26
"1493",210,1979,28,26
"1494",210,1980,29,28
"1495",210,1981,30,28
"1496",210,1982,31,30
"1497",210,1983,32,30
"1498",210,1984,33,32
"1499",210,1985,34,32
"1500",210,1986,35,34
"1501",210,1987,36,34
"1502",210,1988,37,36
"1503",210,1989,38,36
"1504",210,1990,39,38
"1505",210,1991,40,38
"1506",210,1992,41,40
"1507",210,1993,42,40
"1508",210,1994,43,42
"1509",210,1995,44,42
"1510",210,1996,45,44
"1511",210,1997,46,44
"1512",210,1998,47,46
"1513",210,1999,48,46
"1514",210,2000,49,48
"1515",210,2001,50,48
"1516",210,2002,51,50
"1517",210,2003,52,50
"1518",210,2004,53,52
"1519",210,2005,54,52
"1520",210,2006,55,54
"1521",210,2007,56,54
"1522",210,2008,57,37
"1523",210,2009,58,38
"1524",210,2010,59,39
"1525",210,2011,60,32
"1526",210,2012,61,33
"1527",210,2013,62,34
"1528",210,2014,63,35
"1529",211,1970,19,18
"1530",211,1971,20,18
"1531",211,1972,21,20
"1532",211,1973,22,20
"1533",211,1974,23,22
"1534",211,1975,24,22
"1535",211,1976,25,24
"1536",211,1977,26,24
"1537",211,1978,27,26
"1538",211,1979,28,26
"1539",211,1980,29,28
"1540",211,1981,30,28
"1541",211,1982,31,30
"1542",211,1983,32,30
"1543",211,1984,33,32
"1544",211,1985,34,32
"1545",211,1986,35,34
"1546",211,1987,36,34
"1547",211,1988,37,36
"1548",211,1989,38,36
"1549",211,1990,39,38
"1550",211,1991,40,38
"1551",211,1992,41,40
"1552",211,1993,42,40
"1553",211,1994,43,42
"1554",211,1995,44,42
"1555",211,1996,45,44
"1556",211,1997,46,44
"1557",211,1998,47,46
"1558",211,1999,48,46
"1559",211,2000,49,48
"1560",211,2001,50,48
"1561",211,2002,51,50
"1562",211,2003,52,50
"1563",211,2004,53,52
"1564",211,2005,54,52
"1565",211,2006,55,54
"1566",211,2007,56,54
"1567",211,2008,57,37
"1568",211,2009,58,38
"1569",211,2010,59,39
"1570",211,2011,60,32
"1571",211,2012,61,33
"1572",211,2013,62,34
"1573",211,2014,63,35
"1574",212,1970,19,18
"1575",212,1971,20,18
"1576",212,1972,21,20
"1577",212,1973,22,20
"1578",212,1974,23,22
"1579",212,1975,24,22
"1580",212,1976,25,24
"1581",212,1977,26,24
"1582",212,1978,27,26
"1583",212,1979,28,26
"1584",212,1980,29,28
"1585",212,1981,30,28
"1586",212,1982,31,30
"1587",212,1983,32,30
"1588",212,1984,33,32
"1589",212,1985,34,32
"1590",212,1986,35,34
"1591",212,1987,36,34
"1592",212,1988,37,36
"1593",212,1989,38,36
"1594",212,1990,39,38
"1595",212,1991,40,38
"1596",212,1992,41,40
"1597",212,1993,42,40
"1598",212,1994,43,42
"1599",212,1995,44,42
"1600",212,1996,45,44
"1601",212,1997,46,44
"1602",212,1998,47,46
"1603",212,1999,48,46
"1604",212,2000,49,48
"1605",212,2001,50,48
"1606",212,2002,51,50
"1607",212,2003,52,50
"1608",212,2004,53,52
"1609",212,2005,54,52
"1610",212,2006,55,54
"1611",212,2007,56,54
"1612",212,2008,57,37
"1613",212,2009,58,38
"1614",212,2010,59,39
"1615",212,2011,60,32
"1616",212,2012,61,33
"1617",212,2013,62,34
"1618",212,2014,63,35
"1619",220,1970,19,14
"1620",220,1971,20,14
"1621",220,1972,21,16
"1622",220,1973,22,17
"1623",220,1974,23,18
"1624",220,1975,24,15
"1625",220,1976,25,16
"1626",220,1977,26,17
"1627",220,1978,27,15
"1628",220,1979,28,14
"1629",220,1980,29,15
"1630",220,1981,30,16
"1631",220,1982,31,17
"1632",220,1983,32,18
"1633",220,1984,33,19
"1634",220,1985,34,20
"1635",220,1986,35,21
"1636",220,1987,36,22
"1637",220,1988,37,23
"1638",220,1989,38,24
"1639",220,1990,39,25
"1640",220,1991,40,26
"1641",220,1992,41,27
"1642",220,1993,42,28
"1643",220,1994,43,29
"1644",220,1995,44,30
"1645",220,1996,45,31
"1646",220,1997,46,32
"1647",220,1998,47,33
"1648",220,1999,48,34
"1649",220,2000,49,35
"1650",220,2001,50,36
"1651",220,2002,51,37
"1652",220,2003,52,38
"1653",220,2004,53,39
"1654",220,2005,54,40
"1655",220,2006,55,41
"1656",220,2007,56,42
"1657",220,2008,57,38
"1658",220,2009,58,39
"1659",220,2010,59,40
"1660",220,2011,60,39
"1661",220,2012,61,40
"1662",220,2013,62,41
"1663",220,2014,63,42
"1664",230,1977,1,1
"1665",230,1978,2,2
"1666",230,1979,3,3
"1667",230,1980,4,4
"1668",230,1982,1,1
"1669",230,1983,2,2
"1670",230,1984,3,3
"1671",230,1985,4,4
"1672",230,1986,5,5
"1673",230,1987,6,6
"1674",230,1988,7,7
"1675",230,1989,8,4
"1676",230,1990,9,6
"1677",230,1991,10,6
"1678",230,1992,11,8
"1679",230,1993,12,8
"1680",230,1994,13,10
"1681",230,1995,14,10
"1682",230,1996,15,12
"1683",230,1997,16,12
"1684",230,1998,17,14
"1685",230,1999,18,14
"1686",230,2000,19,16
"1687",230,2001,20,16
"1688",230,2002,21,18
"1689",230,2003,22,18
"1690",230,2004,23,20
"1691",230,2005,24,20
"1692",230,2006,25,22
"1693",230,2007,26,22
"1694",230,2008,27,16
"1695",230,2009,28,17
"1696",230,2010,29,18
"1697",230,2011,30,17
"1698",230,2012,31,18
"1699",230,2013,32,19
"1700",230,2014,33,20
"1701",235,1970,19,19
"1702",235,1971,20,20
"1703",235,1972,21,21
"1704",235,1973,22,22
"1705",235,1974,23,23
"1706",235,1975,24,24
"1707",235,1976,25,25
"1708",235,1977,26,26
"1709",235,1978,27,27
"1710",235,1979,28,28
"1711",235,1980,29,29
"1712",235,1981,30,30
"1713",235,1982,31,31
"1714",235,1983,32,32
"1715",235,1984,33,33
"1716",235,1985,34,34
"1717",235,1986,35,35
"1718",235,1987,36,36
"1719",235,1988,37,37
"1720",235,1989,38,20
"1721",235,1990,39,20
"1722",235,1991,40,22
"1723",235,1992,41,22
"1724",235,1993,42,24
"1725",235,1994,43,24
"1726",235,1995,44,26
"1727",235,1996,45,26
"1728",235,1997,46,28
"1729",235,1998,47,28
"1730",235,1999,48,30
"1731",235,2000,49,30
"1732",235,2001,50,32
"1733",235,2002,51,32
"1734",235,2003,52,34
"1735",235,2004,53,34
"1736",235,2005,54,36
"1737",235,2006,55,36
"1738",235,2007,56,38
"1739",235,2008,57,26
"1740",235,2009,58,27
"1741",235,2010,59,28
"1742",235,2011,60,32
"1743",235,2012,61,33
"1744",235,2013,62,34
"1745",235,2014,63,35
"1746",255,1991,1,1
"1747",255,1992,2,2
"1748",255,1993,3,3
"1749",255,1994,4,4
"1750",255,1995,5,5
"1751",255,1996,6,6
"1752",255,1997,7,7
"1753",255,1998,8,8
"1754",255,1999,9,9
"1755",255,2000,10,10
"1756",255,2001,11,11
"1757",255,2002,12,12
"1758",255,2003,13,13
"1759",255,2004,14,14
"1760",255,2005,15,15
"1761",255,2006,16,16
"1762",255,2007,17,17
"1763",255,2008,18,12
"1764",255,2009,19,13
"1765",255,2010,20,14
"1766",255,2011,21,12
"1767",255,2012,22,14
"1768",255,2013,23,14
"1769",255,2014,24,16
"1770",260,1970,16,16
"1771",260,1971,17,17
"1772",260,1972,18,18
"1773",260,1973,19,19
"1774",260,1974,20,20
"1775",260,1975,21,21
"1776",260,1976,22,22
"1777",260,1977,23,23
"1778",260,1978,24,24
"1779",260,1979,25,25
"1780",260,1980,26,26
"1781",260,1981,27,27
"1782",260,1982,28,28
"1783",260,1983,29,29
"1784",260,1984,30,30
"1785",260,1985,31,31
"1786",260,1986,32,32
"1787",260,1987,33,33
"1788",260,1988,34,34
"1789",260,1989,35,35
"1790",265,1970,15,6
"1791",265,1971,16,6
"1792",265,1972,17,8
"1793",265,1973,18,7
"1794",265,1974,19,8
"1795",265,1975,20,9
"1796",265,1976,21,9
"1797",265,1977,22,10
"1798",265,1978,23,6
"1799",265,1979,24,7
"1800",265,1980,25,8
"1801",265,1981,26,9
"1802",265,1982,27,10
"1803",265,1983,28,11
"1804",265,1984,29,12
"1805",265,1985,30,13
"1806",265,1986,31,14
"1807",265,1987,32,15
"1808",265,1988,33,16
"1809",265,1989,34,17
"1810",290,1970,15,5
"1811",290,1971,16,5
"1812",290,1972,17,6
"1813",290,1973,18,7
"1814",290,1974,19,8
"1815",290,1975,20,9
"1816",290,1976,21,10
"1817",290,1977,22,12
"1818",290,1978,23,11
"1819",290,1979,24,12
"1820",290,1980,25,13
"1821",290,1981,26,14
"1822",290,1982,27,15
"1823",290,1983,28,16
"1824",290,1984,29,17
"1825",290,1985,30,18
"1826",290,1986,31,19
"1827",290,1987,32,20
"1828",290,1988,33,21
"1829",290,1989,34,22
"1830",290,1990,35,25
"1831",290,1991,24,22
"1832",290,1992,25,24
"1833",290,1998,1,1
"1834",290,1999,2,2
"1835",290,2000,3,3
"1836",290,2001,4,4
"1837",290,2002,5,5
"1838",290,2003,6,6
"1839",290,2004,7,7
"1840",290,2005,8,8
"1841",290,2006,9,9
"1842",290,2007,10,10
"1843",290,2008,11,6
"1844",290,2009,12,7
"1845",290,2010,13,8
"1846",290,2011,14,9
"1847",290,2012,15,10
"1848",290,2013,16,11
"1849",290,2014,17,12
"1850",305,2008,1,1
"1851",305,2009,2,2
"1852",305,2010,3,3
"1853",305,2011,4,4
"1854",305,2012,5,5
"1855",305,2013,6,6
"1856",305,2014,7,7
"1857",310,1970,22,7
"1858",310,1971,23,8
"1859",310,1972,17,6
"1860",310,1973,18,6
"1861",310,1974,19,7
"1862",310,1975,20,8
"1863",310,1976,21,9
"1864",310,1977,22,10
"1865",310,1978,23,10
"1866",310,1979,24,11
"1867",310,1980,25,12
"1868",310,1981,26,13
"1869",310,1982,27,14
"1870",310,1983,28,15
"1871",310,1984,29,16
"1872",310,1985,30,17
"1873",310,1986,31,18
"1874",310,1987,32,19
"1875",310,1988,33,20
"1876",310,1989,34,21
"1877",310,1990,35,24
"1878",310,1991,19,19
"1879",310,1992,20,20
"1880",310,1993,21,21
"1881",310,1994,22,22
"1882",310,1995,23,23
"1883",310,1998,1,1
"1884",310,1999,2,2
"1885",310,2000,3,3
"1886",310,2001,4,4
"1887",310,2002,5,5
"1888",310,2003,6,6
"1889",310,2004,7,7
"1890",310,2005,8,8
"1891",310,2006,9,9
"1892",310,2007,10,10
"1893",310,2008,11,6
"1894",310,2009,12,7
"1895",310,2010,13,8
"1896",310,2011,14,9
"1897",310,2012,15,10
"1898",310,2013,16,11
"1899",310,2014,17,12
"1900",315,1970,15,4
"1901",315,1971,16,5
"1902",315,1972,17,6
"1903",315,1973,18,7
"1904",315,1974,19,8
"1905",315,1975,20,9
"1906",315,1976,21,10
"1907",315,1977,22,11
"1908",315,1978,23,10
"1909",315,1979,24,11
"1910",315,1980,25,12
"1911",315,1981,26,13
"1912",315,1982,27,14
"1913",315,1983,28,15
"1914",315,1984,29,16
"1915",315,1985,30,17
"1916",315,1986,31,18
"1917",315,1987,32,19
"1918",315,1988,33,20
"1919",315,1989,34,21
"1920",315,1990,35,24
"1921",315,1991,23,22
"1922",316,1993,1,1
"1923",316,1994,2,2
"1924",316,1995,3,3
"1925",316,1996,4,4
"1926",316,1997,5,5
"1927",316,1998,6,4
"1928",316,1999,7,4
"1929",316,2000,8,6
"1930",316,2001,9,6
"1931",316,2002,10,8
"1932",316,2003,11,8
"1933",316,2004,12,10
"1934",316,2005,13,10
"1935",316,2006,14,12
"1936",316,2007,15,12
"1937",316,2008,16,9
"1938",316,2009,17,10
"1939",316,2010,18,11
"1940",316,2011,19,12
"1941",316,2012,20,13
"1942",316,2013,21,14
"1943",316,2014,22,15
"1944",317,1993,1,1
"1945",317,1994,2,2
"1946",317,1995,3,3
"1947",317,1996,4,4
"1948",317,1997,5,5
"1949",317,1998,6,6
"1950",317,1999,7,7
"1951",317,2000,8,8
"1952",317,2001,9,9
"1953",317,2002,10,10
"1954",317,2003,11,11
"1955",317,2004,12,6
"1956",317,2005,13,8
"1957",317,2006,14,8
"1958",317,2007,15,10
"1959",317,2008,16,7
"1960",317,2009,17,8
"1961",317,2010,18,9
"1962",317,2011,19,10
"1963",317,2012,20,11
"1964",317,2013,21,12
"1965",317,2014,22,13
"1966",325,1970,19,18
"1967",325,1971,20,18
"1968",325,1972,21,20
"1969",325,1973,22,20
"1970",325,1974,23,22
"1971",325,1975,24,22
"1972",325,1976,25,24
"1973",325,1977,26,24
"1974",325,1978,27,26
"1975",325,1979,28,26
"1976",325,1980,29,28
"1977",325,1981,30,19
"1978",325,1982,31,20
"1979",325,1983,32,21
"1980",325,1984,33,32
"1981",325,1985,34,32
"1982",325,1986,35,34
"1983",325,1987,36,34
"1984",325,1988,37,36
"1985",325,1989,38,36
"1986",325,1990,39,38
"1987",325,1991,40,38
"1988",325,1992,41,40
"1989",325,1993,42,40
"1990",325,1994,43,42
"1991",325,1995,44,42
"1992",325,1996,45,44
"1993",325,1997,46,44
"1994",325,1998,47,46
"1995",325,1999,48,46
"1996",325,2000,49,48
"1997",325,2001,50,48
"1998",325,2002,51,50
"1999",325,2003,52,50
"2000",325,2004,53,52
"2001",325,2005,54,52
"2002",325,2006,55,54
"2003",325,2007,56,54
"2004",325,2008,57,37
"2005",325,2009,58,38
"2006",325,2010,59,39
"2007",325,2011,60,32
"2008",325,2012,61,33
"2009",325,2013,62,34
"2010",325,2014,63,35
"2011",338,1970,6,6
"2012",338,1971,7,7
"2013",338,2008,1,1
"2014",338,2009,2,2
"2015",338,2010,3,3
"2016",338,2011,4,4
"2017",338,2012,5,5
"2018",338,2013,6,6
"2019",338,2014,7,7
"2020",339,2009,1,1
"2021",339,2010,2,2
"2022",339,2011,3,3
"2023",339,2012,4,4
"2024",339,2013,5,5
"2025",339,2014,6,6
"2026",344,1993,1,1
"2027",344,1994,2,2
"2028",344,1995,3,3
"2029",344,1996,4,4
"2030",344,1997,5,5
"2031",344,1998,6,6
"2032",344,1999,7,7
"2033",344,2000,8,8
"2034",344,2001,9,9
"2035",344,2002,10,10
"2036",344,2003,11,11
"2037",344,2004,12,12
"2038",344,2005,13,13
"2039",344,2006,14,14
"2040",344,2007,15,15
"2041",344,2008,16,16
"2042",344,2009,17,9
"2043",344,2010,18,10
"2044",344,2011,19,11
"2045",344,2012,20,12
"2046",344,2013,21,13
"2047",344,2014,22,10
"2048",346,1993,1,1
"2049",346,1994,2,2
"2050",346,1995,3,3
"2051",346,1996,4,4
"2052",346,1997,5,5
"2053",346,1998,6,6
"2054",346,1999,7,7
"2055",346,2000,8,8
"2056",346,2001,9,9
"2057",346,2002,10,10
"2058",346,2003,11,11
"2059",346,2004,12,12
"2060",346,2005,13,13
"2061",346,2006,14,14
"2062",346,2007,15,15
"2063",346,2008,16,16
"2064",346,2009,17,17
"2065",346,2010,18,18
"2066",346,2011,19,19
"2067",346,2012,20,20
"2068",346,2013,21,21
"2069",346,2014,22,22
"2070",349,2004,1,1
"2071",349,2005,2,2
"2072",349,2006,3,3
"2073",349,2007,4,4
"2074",349,2008,5,3
"2075",349,2009,6,4
"2076",349,2010,7,5
"2077",349,2011,8,6
"2078",349,2012,9,7
"2079",349,2013,10,8
"2080",349,2014,11,9
"2081",350,1970,19,14
"2082",350,1971,20,16
"2083",350,1972,21,16
"2084",350,1973,22,18
"2085",350,1974,23,23
"2086",350,1975,24,24
"2087",350,1976,25,25
"2088",350,1977,26,26
"2089",350,1978,27,27
"2090",350,1979,28,28
"2091",350,1980,29,29
"2092",350,1981,30,30
"2093",350,1982,31,31
"2094",350,1983,32,32
"2095",350,1984,33,33
"2096",350,1985,34,34
"2097",350,1986,35,35
"2098",350,1987,36,36
"2099",350,1988,37,37
"2100",350,1989,38,38
"2101",350,1990,39,39
"2102",350,1991,40,40
"2103",350,1992,41,41
"2104",350,1993,42,22
"2105",350,1994,43,22
"2106",350,1995,44,24
"2107",350,1996,45,24
"2108",350,1997,46,26
"2109",350,1998,47,26
"2110",350,1999,48,28
"2111",350,2000,49,28
"2112",350,2001,50,30
"2113",350,2002,51,30
"2114",350,2003,52,32
"2115",350,2004,53,32
"2116",350,2005,54,34
"2117",350,2006,55,34
"2118",350,2007,56,36
"2119",350,2008,57,25
"2120",350,2009,58,26
"2121",350,2010,59,27
"2122",350,2011,60,32
"2123",350,2012,61,33
"2124",350,2013,62,34
"2125",350,2014,63,35
"2126",352,2008,1,1
"2127",352,2009,2,2
"2128",352,2010,3,3
"2129",352,2011,4,4
"2130",352,2012,5,5
"2131",352,2013,6,6
"2132",352,2014,7,7
"2133",355,1970,15,4
"2134",355,1971,16,5
"2135",355,1972,17,6
"2136",355,1973,18,7
"2137",355,1974,19,8
"2138",355,1975,20,9
"2139",355,1976,21,10
"2140",355,1977,22,11
"2141",355,1978,23,10
"2142",355,1979,24,11
"2143",355,1980,25,12
"2144",355,1981,26,13
"2145",355,1982,27,14
"2146",355,1983,28,15
"2147",355,1984,29,16
"2148",355,1985,30,17
"2149",355,1986,31,18
"2150",355,1987,32,19
"2151",355,1988,33,20
"2152",355,1989,34,21
"2153",355,1990,35,24
"2154",355,1991,24,23
"2155",355,1992,25,25
"2156",355,2004,1,1
"2157",355,2005,2,2
"2158",355,2006,3,3
"2159",355,2007,4,4
"2160",355,2008,5,3
"2161",355,2009,6,4
"2162",355,2010,7,5
"2163",355,2011,8,6
"2164",355,2012,9,7
"2165",355,2013,10,8
"2166",355,2014,11,9
"2167",360,1970,22,13
"2168",360,1971,23,8
"2169",360,1972,17,5
"2170",360,1973,18,5
"2171",360,1974,19,6
"2172",360,1975,20,7
"2173",360,1976,21,8
"2174",360,1977,22,9
"2175",360,1978,23,10
"2176",360,1979,24,11
"2177",360,1980,25,12
"2178",360,1981,26,13
"2179",360,1982,27,14
"2180",360,1983,28,15
"2181",360,1984,29,16
"2182",360,1985,30,17
"2183",360,1986,31,18
"2184",360,1987,32,19
"2185",360,1988,33,20
"2186",360,1989,34,21
"2187",360,1990,35,22
"2188",360,1991,23,21
"2189",360,1992,22,21
"2190",360,1993,21,21
"2191",360,1994,22,22
"2192",360,1995,23,23
"2193",360,2004,1,1
"2194",360,2005,2,2
"2195",360,2006,3,3
"2196",360,2007,4,4
"2197",360,2008,5,3
"2198",360,2009,6,4
"2199",360,2010,7,5
"2200",360,2011,8,6
"2201",360,2012,9,7
"2202",360,2013,10,8
"2203",360,2014,11,9
"2204",365,1970,22,10
"2205",365,1971,23,9
"2206",365,1972,24,10
"2207",365,1973,25,11
"2208",365,1974,26,12
"2209",365,1975,27,13
"2210",365,1976,28,13
"2211",365,1977,29,14
"2212",365,1978,30,15
"2213",365,1979,31,16
"2214",365,1980,32,16
"2215",365,1981,33,17
"2216",365,1982,34,18
"2217",365,1983,35,19
"2218",365,1984,36,20
"2219",365,1985,37,21
"2220",365,1986,38,22
"2221",365,1987,39,23
