"","ccode","year","atop_lengthmax","atop_lengthavg"
"2222",365,1988,40,24
"2223",365,1989,41,25
"2224",365,1990,42,27
"2225",365,1991,43,29
"2226",365,1992,31,28
"2227",365,1993,32,6
"2228",365,1994,33,6
"2229",365,1995,34,7
"2230",365,1996,4,4
"2231",365,1997,5,5
"2232",365,1998,6,5
"2233",365,1999,7,6
"2234",365,2000,8,6
"2235",365,2001,9,7
"2236",365,2002,10,8
"2237",365,2003,11,8
"2238",365,2004,12,9
"2239",365,2005,13,10
"2240",365,2006,14,10
"2241",365,2007,15,11
"2242",365,2008,16,12
"2243",365,2009,17,13
"2244",365,2010,18,14
"2245",365,2011,19,15
"2246",365,2012,20,16
"2247",365,2013,21,17
"2248",365,2014,22,18
"2249",366,2004,1,1
"2250",366,2005,2,2
"2251",366,2006,3,3
"2252",366,2007,4,4
"2253",366,2008,5,3
"2254",366,2009,6,4
"2255",366,2010,7,5
"2256",366,2011,8,6
"2257",366,2012,9,7
"2258",366,2013,10,8
"2259",366,2014,11,9
"2260",367,2004,1,1
"2261",367,2005,2,2
"2262",367,2006,3,3
"2263",367,2007,4,4
"2264",367,2008,5,3
"2265",367,2009,6,4
"2266",367,2010,7,5
"2267",367,2011,8,6
"2268",367,2012,9,7
"2269",367,2013,10,8
"2270",367,2014,11,9
"2271",368,2004,1,1
"2272",368,2005,2,2
"2273",368,2006,3,3
"2274",368,2007,4,4
"2275",368,2008,5,3
"2276",368,2009,6,4
"2277",368,2010,7,5
"2278",368,2011,8,6
"2279",368,2012,9,7
"2280",368,2013,10,8
"2281",368,2014,11,9
"2282",370,1994,1,1
"2283",370,1995,2,2
"2284",370,1996,3,2
"2285",370,1997,4,4
"2286",370,1998,5,3
"2287",370,1999,6,6
"2288",370,2000,7,5
"2289",370,2001,8,6
"2290",370,2002,9,6
"2291",370,2003,10,5
"2292",370,2004,11,6
"2293",370,2005,12,7
"2294",370,2006,13,8
"2295",370,2007,14,9
"2296",370,2008,15,10
"2297",370,2009,16,11
"2298",370,2010,17,12
"2299",370,2011,18,13
"2300",370,2012,19,14
"2301",370,2013,20,15
"2302",370,2014,21,16
"2303",371,1993,1,1
"2304",371,1994,2,2
"2305",371,1995,3,2
"2306",371,1996,4,4
"2307",371,1997,5,4
"2308",371,1998,6,4
"2309",371,1999,7,5
"2310",371,2000,8,6
"2311",371,2001,9,7
"2312",371,2002,9,7
"2313",371,2003,10,6
"2314",371,2004,11,7
"2315",371,2005,12,8
"2316",371,2006,13,9
"2317",371,2007,14,10
"2318",371,2008,15,11
"2319",371,2009,16,12
"2320",371,2010,17,13
"2321",371,2011,18,14
"2322",371,2012,19,15
"2323",371,2013,20,16
"2324",371,2014,21,17
"2325",372,1994,1,1
"2326",372,1995,2,2
"2327",372,1996,3,3
"2328",372,1997,4,4
"2329",372,1998,5,5
"2330",372,1999,6,6
"2331",372,2000,7,7
"2332",372,2001,8,8
"2333",372,2002,9,9
"2334",372,2003,10,10
"2335",372,2004,11,11
"2336",372,2005,12,12
"2337",372,2006,13,13
"2338",372,2007,14,14
"2339",372,2008,15,15
"2340",373,1994,1,1
"2341",373,1995,2,2
"2342",373,1996,3,3
"2343",373,1997,4,4
"2344",373,1998,5,5
"2345",373,1999,6,6
"2346",373,2000,7,6
"2347",373,2001,8,8
"2348",373,2002,9,8
"2349",373,2003,10,10
"2350",373,2004,11,10
"2351",373,2005,12,12
"2352",373,2006,13,12
"2353",373,2007,14,14
"2354",373,2008,15,14
"2355",373,2009,16,16
"2356",373,2010,17,16
"2357",373,2011,18,12
"2358",373,2012,19,13
"2359",373,2013,20,14
"2360",373,2014,21,15
"2361",375,1970,22,22
"2362",375,1971,23,23
"2363",375,1972,24,24
"2364",375,1973,25,25
"2365",375,1974,26,26
"2366",375,1975,27,27
"2367",375,1976,28,28
"2368",375,1977,29,29
"2369",375,1978,30,30
"2370",375,1979,31,31
"2371",375,1980,32,32
"2372",375,1981,33,33
"2373",375,1982,34,34
"2374",375,1983,35,35
"2375",375,1984,36,36
"2376",375,1985,37,37
"2377",375,1986,38,38
"2378",375,1987,39,39
"2379",375,1988,40,40
"2380",375,1989,41,41
"2381",375,1990,42,42
"2382",375,1991,43,43
"2383",375,2008,1,1
"2384",375,2009,2,2
"2385",375,2010,3,3
"2386",375,2011,4,4
"2387",375,2012,5,5
"2388",375,2013,6,6
"2389",375,2014,7,7
"2390",380,2008,1,1
"2391",380,2009,2,2
"2392",380,2010,3,3
"2393",380,2011,4,4
"2394",380,2012,5,5
"2395",380,2013,6,6
"2396",380,2014,7,7
"2397",385,1970,19,19
"2398",385,1971,20,20
"2399",385,1972,21,21
"2400",385,1973,22,22
"2401",385,1974,23,23
"2402",385,1975,24,24
"2403",385,1976,25,25
"2404",385,1977,26,26
"2405",385,1978,27,27
"2406",385,1979,28,28
"2407",385,1980,29,29
"2408",385,1981,30,30
"2409",385,1982,31,31
"2410",385,1983,32,32
"2411",385,1984,33,33
"2412",385,1985,34,34
"2413",385,1986,35,35
"2414",385,1987,36,36
"2415",385,1988,37,37
"2416",385,1989,38,38
"2417",385,1990,39,39
"2418",385,1991,40,40
"2419",385,1992,41,41
"2420",385,1993,42,42
"2421",385,1994,43,43
"2422",385,1995,44,44
"2423",385,1996,45,45
"2424",385,1997,46,46
"2425",385,1998,47,47
"2426",385,1999,48,48
"2427",385,2000,49,49
"2428",385,2001,50,50
"2429",385,2002,51,51
"2430",385,2003,52,52
"2431",385,2004,53,53
"2432",385,2005,54,54
"2433",385,2006,55,55
"2434",385,2007,56,56
"2435",385,2008,57,57
"2436",385,2009,58,58
"2437",385,2010,59,59
"2438",385,2011,60,60
"2439",385,2012,61,61
"2440",385,2013,62,62
"2441",385,2014,63,63
"2442",390,1970,19,19
"2443",390,1971,20,20
"2444",390,1972,21,21
"2445",390,1973,22,22
"2446",390,1974,23,23
"2447",390,1975,24,24
"2448",390,1976,25,25
"2449",390,1977,26,26
"2450",390,1978,27,27
"2451",390,1979,28,28
"2452",390,1980,29,29
"2453",390,1981,30,30
"2454",390,1982,31,31
"2455",390,1983,32,32
"2456",390,1984,33,33
"2457",390,1985,34,34
"2458",390,1986,35,35
"2459",390,1987,36,36
"2460",390,1988,37,37
"2461",390,1989,38,38
"2462",390,1990,39,39
"2463",390,1991,40,40
"2464",390,1992,41,41
"2465",390,1993,42,42
"2466",390,1994,43,43
"2467",390,1995,44,44
"2468",390,1996,45,45
"2469",390,1997,46,46
"2470",390,1998,47,47
"2471",390,1999,48,48
"2472",390,2000,49,49
"2473",390,2001,50,50
"2474",390,2002,51,51
"2475",390,2003,52,52
"2476",390,2004,53,53
"2477",390,2005,54,54
"2478",390,2006,55,55
"2479",390,2007,56,56
"2480",390,2008,57,29
"2481",390,2009,58,30
"2482",390,2010,59,31
"2483",390,2011,60,32
"2484",390,2012,61,33
"2485",390,2013,62,34
"2486",390,2014,63,35
"2487",395,1970,19,19
"2488",395,1971,20,20
"2489",395,1972,21,21
"2490",395,1973,22,22
"2491",395,1974,23,23
"2492",395,1975,24,24
"2493",395,1976,25,25
"2494",395,1977,26,26
"2495",395,1978,27,27
"2496",395,1979,28,28
"2497",395,1980,29,29
"2498",395,1981,30,30
"2499",395,1982,31,31
"2500",395,1983,32,32
"2501",395,1984,33,33
"2502",395,1985,34,34
"2503",395,1986,35,35
"2504",395,1987,36,36
"2505",395,1988,37,37
"2506",395,1989,38,38
"2507",395,1990,39,39
"2508",395,1991,40,40
"2509",395,1992,41,41
"2510",395,1993,42,42
"2511",395,1994,43,43
"2512",395,1995,44,44
"2513",395,1996,45,45
"2514",395,1997,46,46
"2515",395,1998,47,47
"2516",395,1999,48,48
"2517",395,2000,49,49
"2518",395,2001,50,50
"2519",395,2002,51,51
"2520",395,2003,52,52
"2521",395,2004,53,53
"2522",395,2005,54,54
"2523",395,2006,55,55
"2524",395,2007,56,56
"2525",395,2008,57,57
"2526",395,2009,58,58
"2527",395,2010,59,59
"2528",395,2011,60,60
"2529",395,2012,61,61
"2530",395,2013,62,62
"2531",395,2014,63,63
"2532",403,2001,1,1
"2533",403,2002,2,2
"2534",403,2003,3,3
"2535",403,2004,4,4
"2536",403,2005,5,5
"2537",403,2006,6,6
"2538",403,2007,7,7
"2539",403,2008,8,8
"2540",403,2009,9,9
"2541",403,2010,10,10
"2542",403,2011,11,11
"2543",403,2012,12,12
"2544",403,2013,13,13
"2545",403,2014,14,14
"2546",404,1982,1,1
"2547",404,1983,2,2
"2548",404,1984,3,3
"2549",404,1985,4,4
"2550",404,1986,5,5
"2551",404,1987,6,6
"2552",404,1988,7,7
"2553",404,1989,8,8
"2554",404,1990,9,9
"2555",404,1991,10,10
"2556",404,1992,11,11
"2557",404,1993,12,12
"2558",404,1994,13,13
"2559",404,1995,14,14
"2560",404,1996,15,15
"2561",404,1997,16,16
"2562",404,1998,17,17
"2563",404,1999,18,18
"2564",404,2000,19,19
"2565",404,2001,20,20
"2566",404,2002,21,21
"2567",404,2003,22,22
"2568",404,2004,23,23
"2569",404,2005,24,24
"2570",404,2006,25,13
"2571",404,2007,26,14
"2572",404,2008,27,15
"2573",404,2009,28,16
"2574",404,2010,29,17
"2575",404,2011,30,18
"2576",404,2012,31,19
"2577",404,2013,32,20
"2578",404,2014,33,21
"2579",411,2001,1,1
"2580",411,2002,2,2
"2581",411,2003,3,3
"2582",411,2004,4,4
"2583",411,2005,5,5
"2584",411,2006,6,6
"2585",411,2007,7,7
"2586",411,2008,8,8
"2587",411,2009,9,9
"2588",411,2010,10,10
"2589",411,2011,11,11
"2590",411,2012,12,12
"2591",411,2013,13,13
"2592",411,2014,14,14
"2593",420,1982,1,1
"2594",420,1983,2,2
"2595",420,1984,3,3
"2596",420,1985,4,4
"2597",420,1986,5,5
"2598",420,1987,6,6
"2599",420,1988,7,7
"2600",420,1989,8,8
"2601",420,1990,9,9
"2602",420,1991,10,10
"2603",420,1992,11,11
"2604",420,1993,12,12
"2605",420,1994,13,13
"2606",420,1995,14,14
"2607",420,1996,15,15
"2608",420,1997,16,16
"2609",420,1998,17,17
"2610",420,1999,18,18
"2611",420,2000,19,19
"2612",420,2001,20,20
"2613",420,2002,21,21
"2614",420,2003,22,22
"2615",420,2004,23,23
"2616",420,2005,24,24
"2617",420,2006,25,13
"2618",420,2007,26,14
"2619",420,2008,27,15
"2620",420,2009,28,16
"2621",420,2010,29,17
"2622",420,2011,30,18
"2623",420,2012,31,19
"2624",420,2013,32,20
"2625",420,2014,33,21
"2626",432,1978,1,1
"2627",432,1979,2,2
"2628",432,1980,3,3
"2629",432,1981,4,4
"2630",432,1982,5,5
"2631",432,1983,6,6
"2632",432,1984,7,7
"2633",432,1985,8,8
"2634",432,1986,9,9
"2635",432,1987,10,10
"2636",432,1988,11,11
"2637",432,1989,12,12
"2638",432,1990,13,13
"2639",432,1991,14,14
"2640",432,1992,15,15
"2641",432,1993,16,16
"2642",432,1994,17,17
"2643",432,1995,18,18
"2644",432,1996,19,19
"2645",432,1997,20,20
"2646",432,1998,21,21
"2647",432,1999,22,22
"2648",432,2008,1,1
"2649",432,2009,2,2
"2650",432,2010,3,3
"2651",432,2011,4,4
"2652",432,2012,5,5
"2653",432,2013,6,6
"2654",432,2014,7,7
"2655",433,1975,1,1
"2656",433,1976,2,2
"2657",433,1977,3,3
"2658",433,1978,4,2
"2659",433,1979,5,4
"2660",433,1980,6,4
"2661",433,1981,7,6
"2662",433,1982,8,4
"2663",433,1983,9,5
"2664",433,1984,10,6
"2665",433,1985,11,7
"2666",433,1986,12,8
"2667",433,1987,13,9
"2668",433,1988,14,10
"2669",433,1989,15,12
"2670",433,1990,16,13
"2671",433,1991,17,14
"2672",433,1992,18,15
"2673",433,1993,19,16
"2674",433,1994,20,17
"2675",433,1995,21,18
"2676",433,1996,22,19
"2677",433,1997,23,20
"2678",433,1998,24,21
"2679",433,1999,25,22
"2680",433,2000,26,22
"2681",433,2001,27,24
"2682",433,2002,28,24
"2683",433,2003,29,26
"2684",433,2004,30,26
"2685",433,2005,31,28
"2686",433,2006,32,19
"2687",433,2007,33,20
"2688",433,2008,34,21
"2689",433,2009,35,22
"2690",433,2010,36,23
"2691",433,2011,37,24
"2692",433,2012,38,25
"2693",433,2013,39,26
"2694",433,2014,40,27
"2695",434,1982,1,1
"2696",434,1983,2,2
"2697",434,1984,3,3
"2698",434,1985,4,4
"2699",434,1986,5,5
"2700",434,1987,6,6
"2701",434,1988,7,7
"2702",434,1989,8,8
"2703",434,1990,9,9
"2704",434,1991,10,10
"2705",434,1992,11,11
"2706",434,1993,12,12
"2707",434,1994,13,13
"2708",434,1995,14,14
"2709",434,1996,15,15
"2710",434,1997,16,16
"2711",434,1998,17,17
"2712",434,1999,18,18
"2713",434,2000,19,19
"2714",434,2001,20,20
"2715",434,2002,21,21
"2716",434,2003,22,22
"2717",434,2004,23,23
"2718",434,2005,24,24
"2719",434,2006,25,13
"2720",434,2007,26,14
"2721",434,2008,27,15
"2722",434,2009,28,16
"2723",434,2010,29,17
"2724",434,2011,30,18
"2725",434,2012,31,19
"2726",434,2013,32,20
"2727",434,2014,33,21
"2728",435,1978,1,1
"2729",435,1979,2,2
"2730",435,1980,3,3
"2731",435,1981,4,4
"2732",435,1982,5,3
"2733",435,1983,6,4
"2734",435,1984,7,5
"2735",435,1985,8,6
"2736",435,1986,9,7
"2737",435,1987,10,8
"2738",435,1988,11,9
"2739",435,1989,12,10
"2740",435,1990,13,8
"2741",435,1991,14,9
"2742",435,1992,15,10
"2743",435,1993,16,11
"2744",435,1994,17,12
"2745",435,1995,18,13
"2746",435,1996,19,14
"2747",435,1997,20,15
"2748",435,1998,21,16
"2749",435,1999,22,17
"2750",435,2000,11,11
"2751",435,2001,12,12
"2752",435,2002,13,13
"2753",435,2003,14,14
"2754",435,2004,15,15
"2755",435,2005,16,16
"2756",435,2006,17,17
"2757",435,2007,18,18
"2758",435,2008,19,19
"2759",435,2009,20,10
"2760",435,2010,21,12
"2761",435,2011,22,12
"2762",435,2012,23,14
"2763",435,2013,24,14
"2764",435,2014,25,16
"2765",436,1975,1,1
"2766",436,1976,2,2
"2767",436,1977,3,3
"2768",436,1978,4,2
"2769",436,1979,5,4
"2770",436,1980,6,4
"2771",436,1981,4,4
"2772",436,1982,5,3
"2773",436,1983,6,4
"2774",436,1984,7,5
"2775",436,1985,8,6
"2776",436,1986,9,7
"2777",436,1987,10,8
"2778",436,1988,11,9
"2779",436,1989,12,10
"2780",436,1990,13,11
"2781",436,1991,14,12
"2782",436,1992,15,13
"2783",436,1993,16,14
"2784",436,1994,17,15
"2785",436,1995,18,16
"2786",436,1996,19,17
"2787",436,1997,20,18
"2788",436,1998,21,19
"2789",436,1999,22,20
"2790",436,2000,19,19
"2791",436,2001,20,20
"2792",436,2002,21,21
"2793",436,2003,22,22
"2794",436,2004,23,23
"2795",436,2005,24,24
"2796",436,2006,25,25
"2797",436,2007,26,26
"2798",436,2008,27,14
"2799",436,2009,28,15
"2800",436,2010,29,16
"2801",436,2011,30,17
"2802",436,2012,31,18
"2803",436,2013,32,19
"2804",436,2014,33,20
"2805",437,1978,1,1
"2806",437,1979,2,2
"2807",437,1980,3,3
"2808",437,1981,4,4
"2809",437,1982,5,3
"2810",437,1983,6,4
"2811",437,1984,7,5
"2812",437,1985,8,6
"2813",437,1986,9,7
"2814",437,1987,10,8
"2815",437,1988,11,9
"2816",437,1989,12,10
"2817",437,1990,13,11
"2818",437,1991,14,12
"2819",437,1992,15,13
"2820",437,1993,16,14
"2821",437,1994,17,15
"2822",437,1995,18,16
"2823",437,1996,19,17
"2824",437,1997,20,18
"2825",437,1998,21,19
"2826",437,1999,22,20
"2827",437,2000,19,19
"2828",437,2001,20,20
"2829",437,2002,21,21
"2830",437,2003,22,22
"2831",437,2004,23,23
"2832",437,2005,24,24
"2833",437,2006,25,25
"2834",437,2007,26,26
"2835",437,2008,27,27
"2836",437,2009,28,28
"2837",437,2010,29,29
"2838",437,2011,30,30
"2839",437,2012,31,31
"2840",437,2013,32,32
"2841",437,2014,33,33
"2842",438,1972,1,1
"2843",438,1973,2,2
"2844",438,1974,3,3
"2845",438,1975,4,4
"2846",438,1976,5,5
"2847",438,1977,6,6
"2848",438,1978,7,7
"2849",438,1979,8,8
"2850",438,1980,9,5
"2851",438,1981,10,6
"2852",438,1982,11,5
"2853",438,1983,12,6
"2854",438,1984,13,7
"2855",438,1985,14,8
"2856",438,1986,5,5
"2857",438,1987,6,6
"2858",438,1988,7,7
"2859",438,1989,8,8
"2860",438,1990,9,9
"2861",438,1991,10,10
"2862",438,1992,11,11
"2863",438,1993,12,12
"2864",438,1994,13,13
"2865",438,1995,14,14
"2866",438,1996,15,15
"2867",438,1997,16,16
"2868",438,1998,17,17
"2869",438,1999,18,18
"2870",438,2000,19,19
"2871",438,2001,20,20
"2872",438,2002,21,21
"2873",438,2003,22,22
"2874",438,2004,23,23
"2875",438,2005,24,24
"2876",438,2006,25,13
"2877",438,2007,26,14
"2878",438,2008,27,15
"2879",438,2009,28,16
"2880",438,2010,29,17
"2881",438,2011,30,18
"2882",438,2012,31,19
"2883",438,2013,32,20
"2884",438,2014,33,21
"2885",439,1978,1,1
"2886",439,1979,2,2
"2887",439,1980,3,3
"2888",439,1981,4,4
"2889",439,1982,5,3
"2890",439,1983,6,4
"2891",439,1984,7,5
"2892",439,1985,8,6
"2893",439,1986,9,7
"2894",439,1987,10,8
"2895",439,1988,11,9
"2896",439,1989,12,10
"2897",439,1990,13,11
"2898",439,1991,14,12
"2899",439,1992,15,13
"2900",439,1993,16,14
"2901",439,1994,17,15
"2902",439,1995,18,16
"2903",439,1996,19,17
"2904",439,1997,20,18
"2905",439,1998,21,19
"2906",439,1999,22,20
"2907",439,2000,19,19
"2908",439,2001,20,20
"2909",439,2002,21,21
"2910",439,2003,22,22
"2911",439,2004,23,23
"2912",439,2005,24,24
"2913",439,2006,25,13
"2914",439,2007,26,14
"2915",439,2008,27,15
"2916",439,2009,28,16
"2917",439,2010,29,17
"2918",439,2011,30,18
"2919",439,2012,31,19
"2920",439,2013,32,20
"2921",439,2014,33,21
"2922",450,1980,1,1
"2923",450,1981,2,2
"2924",450,1982,3,2
"2925",450,1983,4,3
"2926",450,1984,5,4
"2927",450,1985,6,5
"2928",450,1986,5,5
"2929",450,1987,6,6
"2930",450,1988,7,7
"2931",450,1989,8,8
"2932",450,1990,9,9
"2933",450,1991,10,10
"2934",450,1992,11,11
"2935",450,1993,12,12
"2936",450,1994,13,13
"2937",450,1995,14,14
"2938",450,1996,15,15
"2939",450,1997,16,16
"2940",450,1998,17,17
"2941",450,1999,18,18
"2942",450,2000,19,19
"2943",450,2001,20,20
"2944",450,2002,21,21
"2945",450,2003,22,22
"2946",450,2004,23,23
"2947",450,2005,24,24
"2948",450,2006,25,25
"2949",450,2007,26,26
"2950",450,2008,27,27
"2951",450,2009,28,14
"2952",450,2010,29,16
"2953",450,2011,30,16
"2954",450,2012,31,18
"2955",450,2013,32,18
"2956",450,2014,33,20
"2957",451,1972,1,1
"2958",451,1973,2,2
"2959",451,1974,3,3
"2960",451,1975,4,4
"2961",451,1976,5,5
"2962",451,1977,6,6
"2963",451,1978,7,7
"2964",451,1979,8,8
"2965",451,1980,9,9
"2966",451,1981,10,10
"2967",451,1982,11,6
"2968",451,1983,12,7
"2969",451,1984,13,8
"2970",451,1985,14,9
"2971",451,1986,5,5
"2972",451,1987,6,6
"2973",451,1988,7,7
"2974",451,1989,8,8
"2975",451,1990,9,9
"2976",451,1991,10,10
"2977",451,1992,11,11
"2978",451,1993,12,12
"2979",451,1994,13,13
"2980",451,1995,14,14
"2981",451,1996,15,15
"2982",451,1997,16,16
"2983",451,1998,17,17
"2984",451,1999,18,18
"2985",451,2000,19,19
"2986",451,2001,20,20
"2987",451,2002,21,21
"2988",451,2003,22,22
"2989",451,2004,23,23
"2990",451,2005,24,24
"2991",451,2006,25,25
"2992",451,2007,26,26
"2993",451,2008,27,27
"2994",451,2009,28,28
"2995",451,2010,29,29
"2996",451,2011,30,30
"2997",451,2012,31,31
"2998",451,2013,32,32
"2999",451,2014,33,33
"3000",452,1982,1,1
"3001",452,1983,2,2
"3002",452,1984,3,3
"3003",452,1985,4,4
"3004",452,1986,5,5
"3005",452,1987,6,6
"3006",452,1988,7,7
"3007",452,1989,8,8
"3008",452,1990,9,9
"3009",452,1991,10,10
"3010",452,1992,11,11
"3011",452,1993,12,12
"3012",452,1994,13,13
"3013",452,1995,14,14
"3014",452,1996,15,15
"3015",452,1997,16,16
"3016",452,1998,17,17
"3017",452,1999,18,18
"3018",452,2000,19,19
"3019",452,2001,20,20
"3020",452,2002,21,21
"3021",452,2003,22,22
"3022",452,2004,23,23
"3023",452,2005,24,24
"3024",452,2006,25,13
"3025",452,2007,26,14
"3026",452,2008,27,15
"3027",452,2009,28,16
"3028",452,2010,29,17
"3029",452,2011,30,18
"3030",452,2012,31,19
"3031",452,2013,32,20
"3032",452,2014,33,21
"3033",461,1978,1,1
"3034",461,1979,2,2
"3035",461,1980,3,3
"3036",461,1981,4,4
"3037",461,1982,5,3
"3038",461,1983,6,4
"3039",461,1984,7,5
"3040",461,1985,8,6
"3041",461,1986,9,7
"3042",461,1987,10,8
"3043",461,1988,11,9
"3044",461,1989,12,10
"3045",461,1990,13,11
"3046",461,1991,14,12
"3047",461,1992,15,13
"3048",461,1993,16,14
"3049",461,1994,17,15
"3050",461,1995,18,16
"3051",461,1996,19,17
"3052",461,1997,20,18
"3053",461,1998,21,19
"3054",461,1999,22,20
"3055",461,2000,19,19
"3056",461,2001,20,20
"3057",461,2002,21,21
"3058",461,2003,22,22
"3059",461,2004,23,23
"3060",461,2005,24,24
"3061",461,2006,25,25
"3062",461,2007,26,26
"3063",461,2008,27,14
"3064",461,2009,28,15
"3065",461,2010,29,16
"3066",461,2011,30,17
"3067",461,2012,31,18
"3068",461,2013,32,19
"3069",461,2014,33,20
"3070",471,2001,1,1
"3071",471,2002,2,2
"3072",471,2003,3,3
"3073",471,2004,4,4
"3074",471,2005,5,5
"3075",471,2006,6,6
"3076",471,2007,7,7
"3077",471,2008,8,8
"3078",471,2009,9,9
"3079",471,2010,10,10
"3080",471,2011,11,11
"3081",471,2012,12,12
"3082",471,2013,13,13
"3083",471,2014,14,14
"3084",475,1982,1,1
"3085",475,1983,2,2
"3086",475,1984,3,3
"3087",475,1985,4,4
"3088",475,1986,5,5
"3089",475,1987,6,6
"3090",475,1988,7,7
"3091",475,1989,8,8
"3092",475,1990,9,9
"3093",475,1991,10,10
"3094",475,1992,11,11
"3095",475,1993,12,12
"3096",475,1994,13,13
"3097",475,1995,14,14
"3098",475,1996,15,15
"3099",475,1997,16,16
"3100",475,1998,17,17
"3101",475,1999,18,18
"3102",475,2000,19,19
"3103",475,2001,20,20
"3104",475,2002,21,21
"3105",475,2003,22,22
"3106",475,2004,23,23
"3107",475,2005,24,24
"3108",475,2006,25,25
"3109",475,2007,26,26
"3110",475,2008,27,27
"3111",475,2009,28,28
"3112",475,2010,29,29
"3113",475,2011,30,30
"3114",475,2012,31,31
"3115",475,2013,32,32
"3116",475,2014,33,33
"3117",481,1970,10,10
"3118",481,1971,11,11
"3119",481,1972,12,12
"3120",481,1973,13,13
"3121",481,1974,14,14
"3122",481,1975,15,15
"3123",481,1976,16,16
"3124",481,1977,17,17
"3125",481,1978,18,18
"3126",481,1979,19,19
"3127",481,1980,20,20
"3128",481,1981,21,21
"3129",481,1982,22,22
"3130",481,1983,23,23
"3131",481,1984,24,24
"3132",481,1985,25,25
"3133",481,1986,26,26
"3134",481,1987,27,27
"3135",481,1988,28,28
"3136",481,1989,29,29
"3137",481,1990,30,30
"3138",481,1991,31,31
"3139",481,1992,32,32
"3140",481,1993,33,33
"3141",481,1994,34,34
"3142",481,1995,35,35
"3143",481,1996,36,36
"3144",481,1997,37,37
"3145",481,1998,38,38
"3146",481,1999,39,39
"3147",481,2000,40,40
"3148",481,2001,41,21
"3149",481,2002,42,22
"3150",481,2003,43,23
"3151",481,2004,44,24
"3152",481,2005,45,25
"3153",481,2006,46,26
"3154",481,2007,47,18
"3155",481,2008,48,19
"3156",481,2009,49,20
"3157",481,2010,50,21
"3158",481,2011,51,22
"3159",481,2012,52,23
"3160",481,2013,53,24
"3161",481,2014,54,25
"3162",482,1970,10,10
"3163",482,1971,11,11
"3164",482,1972,12,12
"3165",482,1973,13,13
"3166",482,1974,14,14
"3167",482,1975,15,15
"3168",482,1976,16,16
"3169",482,1977,17,17
"3170",482,1978,18,18
"3171",482,1979,19,19
"3172",482,1980,20,20
"3173",482,1981,21,21
"3174",482,1982,22,22
"3175",482,1983,23,23
"3176",482,1984,24,24
"3177",482,1985,25,25
"3178",482,1986,26,26
"3179",482,1987,27,27
"3180",482,1988,28,28
"3181",482,1989,29,29
"3182",482,1990,30,30
"3183",482,1991,31,31
"3184",482,1992,32,32
"3185",482,1993,33,33
"3186",482,1994,34,34
"3187",482,1995,35,35
"3188",482,1996,36,36
"3189",482,1997,37,37
"3190",482,1998,38,38
"3191",482,1999,39,20
"3192",482,2000,40,21
"3193",482,2001,41,15
"3194",482,2002,42,16
"3195",482,2003,43,17
"3196",482,2004,44,18
"3197",482,2005,45,19
"3198",482,2006,46,20
"3199",482,2007,47,16
"3200",482,2008,48,17
"3201",482,2009,49,18
"3202",482,2010,50,19
"3203",482,2011,51,20
"3204",482,2012,52,21
"3205",482,2013,53,22
"3206",482,2014,54,23
"3207",483,1970,10,10
"3208",483,1971,11,11
"3209",483,1972,12,12
"3210",483,1973,13,13
"3211",483,1974,14,14
"3212",483,1975,15,15
"3213",483,1981,1,1
"3214",483,2001,1,1
"3215",483,2002,2,2
"3216",483,2003,3,3
"3217",483,2004,4,4
"3218",483,2005,5,5
"3219",483,2006,6,4
"3220",483,2007,7,4
"3221",483,2008,8,6
"3222",483,2009,9,6
"3223",483,2010,10,8
"3224",483,2011,11,8
"3225",483,2012,12,10
"3226",483,2013,13,10
"3227",483,2014,14,12
"3228",484,1970,10,10
"3229",484,1971,11,11
"3230",484,1972,12,12
"3231",484,1973,13,13
"3232",484,2001,1,1
"3233",484,2002,2,2
"3234",484,2003,3,3
"3235",484,2004,4,4
"3236",484,2005,5,5
"3237",484,2006,6,4
"3238",484,2007,7,3
"3239",484,2008,8,4
"3240",484,2009,9,5
"3241",484,2010,10,6
"3242",484,2011,11,7
"3243",484,2012,12,8
"3244",484,2013,13,9
"3245",484,2014,14,10
"3246",490,1999,1,1
"3247",490,2000,2,2
"3248",490,2001,3,2
"3249",490,2002,4,3
"3250",490,2003,5,4
"3251",490,2004,6,4
"3252",490,2005,7,5
"3253",490,2006,8,6
"3254",490,2007,9,5
"3255",490,2008,10,6
"3256",490,2009,11,7
"3257",490,2010,12,8
"3258",490,2011,13,9
"3259",490,2012,14,10
"3260",490,2013,15,11
"3261",490,2014,16,12
"3262",500,1973,1,1
"3263",500,1974,2,2
"3264",500,1975,3,3
"3265",500,1976,4,4
"3266",500,1977,5,5
"3267",500,1978,6,6
"3268",500,2007,1,1
"3269",500,2008,2,2
"3270",500,2009,3,3
"3271",500,2010,4,4
"3272",500,2011,5,5
"3273",500,2012,6,6
"3274",500,2013,7,7
"3275",500,2014,8,8
"3276",501,1970,7,7
"3277",501,1971,8,8
"3278",501,1972,9,9
"3279",501,1973,10,10
"3280",501,1974,11,11
"3281",501,1975,12,12
"3282",501,1976,13,13
"3283",501,1977,14,14
"3284",501,1978,15,15
"3285",501,1979,16,16
"3286",501,1980,17,17
"3287",501,1981,18,18
"3288",501,1982,19,19
"3289",501,1983,20,20
"3290",501,1984,21,21
"3291",501,1985,22,22
"3292",501,1986,23,23
"3293",501,1987,24,24
"3294",501,1988,25,25
"3295",501,1989,26,26
