"dyad","year","atopally","defense","offense","neutral","nonagg","consul","shareob","transyr","bilatno","multino","number","asymm","atopid1","atopid2","atopid3","atopid4","atopid5","mem1","mem2","version"
2020,1942,1,1,1,0,0,0,,1,0,1,1,0,2550,,,,,2,20,3
2020,1943,1,1,1,0,0,0,,0,0,1,1,0,2550,,,,,2,20,3
2020,1944,1,1,1,0,0,0,,0,0,1,1,0,2550,,,,,2,20,3
2020,1945,1,1,1,0,0,0,,1,0,1,1,0,2550,,,,,2,20,3
2020,1949,1,1,0,0,1,1,,1,0,1,1,0,3180,,,,,2,20,3
2020,1950,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1951,1,1,0,0,1,1,,1,0,1,1,0,3180,,,,,2,20,3
2020,1952,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1953,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1954,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1955,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1956,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1957,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1958,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1959,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1960,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1961,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1962,1,1,0,0,1,1,,1,0,2,2,0,3180,3460,,,,2,20,3
2020,1963,1,1,0,0,1,1,,0,0,2,2,0,3180,3460,,,,2,20,3
2020,1964,1,1,0,0,1,1,,1,0,2,2,0,3180,3460,,,,2,20,3
2020,1965,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1966,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1967,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1968,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1969,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1970,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1971,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1972,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1973,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1974,1,1,0,0,1,1,,0,0,1,1,0,3180,,,,,2,20,3
2020,1975,1,1,0,0,1,1,,1,0,2,2,0,3180,3740,,,,2,20,3
2020,1976,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1977,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1978,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1979,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1980,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1981,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1982,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1983,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1984,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1985,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1986,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1987,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1988,1,1,0,0,1,1,,0,0,2,2,0,3180,3740,,,,2,20,3
2020,1989,1,1,0,0,1,1,,1,0,3,3,0,3150,3180,3740,,,2,20,3
2020,1990,1,1,0,0,1,1,,1,0,3,3,0,3150,3180,3740,,,2,20,3
2020,1991,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,1992,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,1993,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,1994,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,1995,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,1996,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,1997,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,1998,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,1999,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,2000,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,2001,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,2002,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2020,2003,1,1,0,0,1,1,,0,0,3,3,0,3150,3180,3740,,,2,20,3
2031,1982,1,1,0,0,1,1,,1,0,2,2,0,3075,3150,,,,2,31,3
2031,1983,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1984,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1985,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1986,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1987,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1988,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1989,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1990,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1991,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1992,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1993,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1994,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1995,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1996,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1997,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1998,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,1999,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,2000,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,2001,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,2002,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2031,2003,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,31,3
2040,1942,1,1,1,0,0,0,,1,0,1,1,0,2550,,,,,2,40,3
2040,1943,1,1,1,0,0,0,,0,0,1,1,0,2550,,,,,2,40,3
2040,1944,1,1,1,0,0,0,,0,0,1,1,0,2550,,,,,2,40,3
2040,1945,1,1,1,0,0,1,,1,0,2,2,0,2550,3010,,,,2,40,3
2040,1946,1,1,0,0,0,1,,0,0,1,1,0,3010,,,,,2,40,3
2040,1947,1,1,0,0,1,1,,1,0,2,2,0,3010,3075,,,,2,40,3
2040,1948,1,1,0,0,1,1,,1,0,2,2,0,3075,3150,,,,2,40,3
2040,1949,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1950,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1951,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1952,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1953,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1954,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1955,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1956,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1957,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1958,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1959,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1960,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1961,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,40,3
2040,1962,1,1,0,0,1,1,,1,0,2,2,0,3075,3150,,,,2,40,3
2041,1942,1,1,1,0,0,0,,1,0,1,1,0,2550,,,,,2,41,3
2041,1943,1,1,1,0,0,0,,0,0,1,1,0,2550,,,,,2,41,3
2041,1944,1,1,1,0,0,0,,0,0,1,1,0,2550,,,,,2,41,3
2041,1945,1,1,1,0,0,1,,1,0,2,2,0,2550,3010,,,,2,41,3
2041,1946,1,1,0,0,0,1,,0,0,1,1,0,3010,,,,,2,41,3
2041,1947,1,1,0,0,1,1,,1,0,2,2,0,3010,3075,,,,2,41,3
2041,1948,1,1,0,0,1,1,,1,0,2,2,0,3075,3150,,,,2,41,3
2041,1949,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1950,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1951,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1952,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1953,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1954,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1955,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1956,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1957,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1958,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1959,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1960,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1961,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1962,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1963,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1964,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1965,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1966,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1967,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1968,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1969,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1970,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1971,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1972,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1973,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1974,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1975,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1976,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1977,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1978,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1979,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1980,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1981,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1982,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1983,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1984,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1985,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1986,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1987,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1988,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1989,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1990,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1991,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1992,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1993,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1994,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1995,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1996,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1997,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1998,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,1999,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,2000,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,2001,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,2002,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2041,2003,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,41,3
2042,1942,1,1,1,0,0,0,,1,0,1,1,0,2550,,,,,2,42,3
2042,1943,1,1,1,0,0,0,,0,0,1,1,0,2550,,,,,2,42,3
2042,1944,1,1,1,0,0,0,,0,0,1,1,0,2550,,,,,2,42,3
2042,1945,1,1,1,0,0,1,,1,0,2,2,0,2550,3010,,,,2,42,3
2042,1946,1,1,0,0,0,1,,0,0,1,1,0,3010,,,,,2,42,3
2042,1947,1,1,0,0,1,1,,1,0,2,2,0,3010,3075,,,,2,42,3
2042,1948,1,1,0,0,1,1,,1,0,2,2,0,3075,3150,,,,2,42,3
2042,1949,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1950,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1951,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1952,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1953,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1954,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1955,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1956,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1957,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1958,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1959,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1960,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1961,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1962,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1963,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1964,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1965,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1966,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1967,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1968,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1969,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1970,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1971,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1972,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1973,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1974,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1975,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1976,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1977,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1978,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1979,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1980,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1981,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1982,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1983,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1984,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1985,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1986,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1987,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1988,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1989,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1990,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1991,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1992,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1993,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1994,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1995,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1996,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1997,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1998,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,1999,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,2000,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,2001,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,2002,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2042,2003,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,42,3
2051,1969,1,1,0,0,1,1,,1,0,1,1,0,3150,,,,,2,51,3
2051,1970,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1971,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1972,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1973,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1974,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1975,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1976,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1977,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1978,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1979,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1980,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1981,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1982,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1983,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1984,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1985,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1986,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1987,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1988,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1989,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1990,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1991,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1992,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1993,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1994,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1995,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1996,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1997,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1998,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,1999,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,2000,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,2001,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,2002,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2051,2003,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,51,3
2052,1967,1,1,0,0,1,1,,1,0,2,2,0,3075,3150,,,,2,52,3
2052,1968,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1969,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1970,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1971,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1972,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1973,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1974,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1975,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1976,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1977,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1978,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1979,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1980,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1981,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1982,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1983,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1984,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1985,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1986,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1987,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1988,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1989,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1990,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1991,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1992,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1993,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1994,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1995,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1996,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1997,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1998,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,1999,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,2000,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,2001,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,2002,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2052,2003,1,1,0,0,1,1,,0,0,2,2,0,3075,3150,,,,2,52,3
2053,1967,1,1,0,0,1,1,,1,0,1,1,0,3150,,,,,2,53,3
2053,1968,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1969,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1970,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1971,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1972,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1973,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1974,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1975,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1976,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1977,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1978,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1979,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1980,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1981,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1982,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1983,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1984,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1985,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1986,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
2053,1987,1,1,0,0,1,1,,0,0,1,1,0,3150,,,,,2,53,3
