"dispnum","dispnum4","ccode","stabb","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version"
4186,-9,663,"JOR",21,2,2000,3,4,2000,1,0,0,0,0,0,0,1,0,"gml-2.1"
4186,-9,696,"UAE",21,2,2000,3,4,2000,1,0,0,0,0,0,0,1,0,"gml-2.1"
4187,-9,522,"DJI",-9,6,1998,-9,12,1998,1,0,0,0,0,0,11,3,1,"gml-2.1"
4187,-9,531,"ERI",-9,6,1998,-9,12,1998,0,1,2,0,0,0,11,3,1,"gml-2.1"
4188,-9,501,"KEN",16,1,1999,9,6,1999,1,0,0,0,0,0,17,4,1,"gml-2.1"
4188,-9,530,"ETH",16,1,1999,9,6,1999,0,1,2,0,1,-9,17,4,1,"gml-2.1"
4189,-9,130,"ECU",-9,7,1998,26,10,1998,1,1,1,0,0,0,14,4,1,"gml-2.1"
4189,-9,135,"PER",-9,7,1998,26,10,1998,0,1,1,0,0,0,11,3,1,"gml-2.1"
4190,-9,2,"USA",-9,6,1996,-9,6,1996,0,0,0,0,0,0,1,2,1,"gml-2.1"
4190,-9,640,"TUR",-9,6,1996,-9,6,1996,0,1,2,0,0,0,11,3,1,"gml-2.1"
4190,-9,652,"SYR",-9,6,1996,-9,6,1996,1,0,0,0,0,0,11,3,1,"gml-2.1"
4191,-9,630,"IRN",26,6,1996,26,6,1996,0,0,0,0,0,0,0,1,1,"gml-2.1"
4191,-9,640,"TUR",26,6,1996,26,6,1996,1,1,2,0,0,0,16,4,1,"gml-2.1"
4192,-9,630,"IRN",27,7,1996,-9,1,1997,1,1,2,0,0,0,16,4,1,"gml-2.1"
4192,-9,645,"IRQ",27,7,1996,-9,1,1997,0,0,0,0,0,0,11,3,1,"gml-2.1"
4193,-9,350,"GRC",10,10,1997,29,7,1998,1,1,1,2,0,0,17,4,1,"gml-2.1"
4193,-9,640,"TUR",10,10,1997,29,7,1998,0,1,1,2,0,0,17,4,1,"gml-2.1"
4196,-9,2,"USA",24,2,1996,24,2,1996,0,0,0,0,0,0,0,1,1,"gml-2.1"
4196,-9,40,"CUB",24,2,1996,24,2,1996,1,1,2,0,0,0,16,4,1,"gml-2.1"
4197,-9,2,"USA",26,11,2000,-9,1,2001,0,0,0,0,0,0,8,3,1,"gml-2.1"
4197,-9,20,"CAN",26,11,2000,-9,1,2001,0,0,0,0,0,0,8,3,1,"gml-2.1"
4197,-9,365,"RUS",26,11,2000,-9,1,2001,1,1,4,0,0,0,7,3,1,"gml-2.1"
4200,-9,531,"ERI",21,8,1999,21,8,1999,1,1,2,0,0,0,15,4,1,"gml-2.1"
4200,-9,679,"YEM",21,8,1999,21,8,1999,0,0,0,0,0,0,0,1,1,"gml-2.1"
4201,-9,365,"RUS",24,9,1999,29,3,2001,1,0,0,0,0,0,11,3,1,"gml-2.1"
4201,-9,700,"AFG",24,9,1999,29,3,2001,0,1,2,0,1,-9,17,4,1,"gml-2.1"
4201,-9,704,"UZB",30,5,2000,6,6,2000,1,0,0,0,1,2,17,4,0,"gml-2.1"
4203,-9,670,"SAU",-9,6,1997,4,8,1998,1,1,1,0,-9,-9,17,4,1,"gml-2.1"
4203,-9,679,"YEM",-9,6,1997,4,8,1998,0,0,0,0,-9,-9,17,4,1,"gml-2.1"
4205,-9,630,"IRN",29,9,1997,8,11,1997,1,1,2,0,0,0,16,4,1,"gml-2.1"
4205,-9,645,"IRQ",29,9,1997,8,11,1997,0,0,0,0,0,0,15,4,1,"gml-2.1"
4206,-9,640,"TUR",5,9,1996,17,2,1999,1,1,2,0,0,0,16,4,1,"gml-2.1"
4206,-9,645,"IRQ",5,9,1996,17,2,1999,0,0,0,0,0,0,0,1,1,"gml-2.1"
4208,-9,640,"TUR",29,9,1999,-9,10,1999,1,1,2,0,0,0,14,4,1,"gml-2.1"
4208,-9,645,"IRQ",29,9,1999,-9,10,1999,0,0,0,0,0,0,0,1,1,"gml-2.1"
4210,-9,350,"GRC",9,2,2000,31,1,2001,0,0,0,0,0,0,7,3,1,"gml-2.1"
4210,-9,640,"TUR",9,2,2000,31,1,2001,1,0,0,0,0,0,7,3,1,"gml-2.1"
4212,-9,365,"RUS",17,11,1999,14,3,2001,1,1,2,0,0,0,12,3,1,"gml-2.1"
4212,-9,372,"GRG",17,11,1999,14,3,2001,0,0,0,0,0,0,12,3,1,"gml-2.1"
4213,-9,2,"USA",2,2,2000,-9,4,2000,1,1,2,0,0,0,15,4,1,"gml-2.1"
4213,-9,365,"RUS",2,2,2000,-9,4,2000,0,0,0,0,0,0,0,1,1,"gml-2.1"
4214,-9,368,"LIT",10,11,2000,20,12,2000,0,0,0,0,0,0,0,1,1,"gml-2.1"
4214,-9,411,"EQG",10,11,2000,20,12,2000,1,1,2,0,0,0,15,4,1,"gml-2.1"
4215,-9,645,"IRQ",11,1,1999,21,1,1999,0,0,0,0,0,0,7,3,1,"gml-2.1"
4215,-9,690,"KUW",11,1,1999,21,1,1999,1,0,0,0,0,0,8,3,1,"gml-2.1"
4216,-9,2,"USA",3,10,1997,3,10,1997,1,0,0,0,0,0,7,3,1,"gml-2.1"
4216,-9,630,"IRN",3,10,1997,3,10,1997,0,1,2,0,0,0,0,1,1,"gml-2.1"
4217,-9,2,"USA",20,8,1998,20,8,1998,1,1,2,0,0,0,16,4,1,"gml-2.1"
4217,-9,625,"SUD",20,8,1998,20,8,1998,0,0,0,0,0,0,0,1,1,"gml-2.1"
4218,-9,2,"USA",23,3,2000,23,3,2000,0,0,0,0,0,0,0,1,1,"gml-2.1"
4218,-9,731,"PRK",23,3,2000,23,3,2000,1,1,2,0,0,0,1,2,1,"gml-2.1"
4218,-9,732,"ROK",23,3,2000,23,3,2000,0,0,0,0,0,0,0,1,1,"gml-2.1"
4219,-9,100,"COL",7,1,1994,9,1,1994,0,0,0,0,0,0,0,1,1,"gml-2.1"
4219,-9,101,"VEN",7,1,1994,9,1,1994,1,0,0,0,0,0,15,4,1,"gml-2.1"
4220,-9,2,"USA",17,10,2000,9,11,2000,0,0,0,0,0,0,7,3,1,"gml-2.1"
4220,-9,365,"RUS",17,10,2000,9,11,2000,1,0,0,0,0,0,7,3,1,"gml-2.1"
4221,-9,365,"RUS",18,6,2000,11,9,2000,0,0,0,0,1,1,17,4,1,"gml-2.1"
4221,-9,371,"ARM",11,9,2000,11,9,2000,0,0,0,0,0,0,0,1,0,"gml-2.1"
4221,-9,640,"TUR",18,6,2000,11,9,2000,1,1,2,1,0,0,17,4,1,"gml-2.1"
4222,-9,365,"RUS",21,4,2000,21,4,2000,1,0,0,0,0,0,16,4,1,"gml-2.1"
4222,-9,740,"JPN",21,4,2000,21,4,2000,0,1,1,0,0,0,0,1,1,"gml-2.1"
4223,-9,750,"IND",18,7,1999,28,10,2000,1,0,0,0,2,-9,17,4,1,"gml-2.1"
4223,-9,770,"PAK",18,7,1999,28,10,2000,0,0,0,0,2,-9,17,4,1,"gml-2.1"
4224,-9,345,"YUG",8,11,1993,8,11,1993,0,0,0,0,0,0,0,1,1,"gml-2.1"
4224,-9,640,"TUR",8,11,1993,8,11,1993,1,1,2,0,0,0,1,2,1,"gml-2.1"
4225,-9,731,"PRK",21,3,1999,24,3,1999,1,1,2,0,0,0,12,3,1,"gml-2.1"
4225,-9,740,"JPN",21,3,1999,24,3,1999,0,0,0,0,0,0,7,3,1,"gml-2.1"
4226,-9,731,"PRK",-9,9,1997,-9,9,1997,1,1,2,0,0,0,7,3,1,"gml-2.1"
4226,-9,740,"JPN",-9,9,1997,-9,9,1997,0,0,0,0,0,0,0,1,1,"gml-2.1"
4227,-9,2,"USA",20,8,1998,20,8,1998,1,1,2,0,0,0,16,4,1,"gml-2.1"
4227,-9,700,"AFG",20,8,1998,20,8,1998,0,0,0,0,2,-9,0,1,1,"gml-2.1"
4228,-9,365,"RUS",11,8,1998,-9,8,1998,1,0,0,0,0,0,11,3,1,"gml-2.1"
4228,-9,700,"AFG",11,8,1998,-9,8,1998,0,1,3,0,0,0,0,1,1,"gml-2.1"
4228,-9,702,"TAJ",11,8,1998,-9,8,1998,1,0,0,0,0,0,11,3,1,"gml-2.1"
4228,-9,704,"UZB",-9,8,1998,-9,8,1998,1,0,0,0,0,0,11,3,0,"gml-2.1"
4229,-9,339,"ALB",8,8,2000,8,2,2001,1,0,0,0,0,0,11,3,1,"gml-2.1"
4229,-9,345,"YUG",8,8,2000,8,2,2001,0,0,0,0,0,0,0,1,1,"gml-2.1"
4230,-9,344,"CRO",27,6,1997,29,6,1997,1,0,0,0,0,0,8,3,1,"gml-2.1"
4230,-9,345,"YUG",27,6,1997,29,6,1997,0,0,0,0,0,0,0,1,1,"gml-2.1"
4231,-9,344,"CRO",10,8,1996,18,10,1996,1,0,0,0,0,0,15,4,1,"gml-2.1"
4231,-9,346,"BOS",10,8,1996,18,10,1996,0,0,0,0,0,0,0,1,1,"gml-2.1"
4232,-9,371,"ARM",3,4,2000,27,4,2000,1,1,1,0,0,0,16,4,1,"gml-2.1"
4232,-9,373,"AZE",3,4,2000,27,4,2000,0,0,0,0,0,0,0,1,1,"gml-2.1"
4235,-9,371,"ARM",5,2,2001,5,2,2001,1,1,1,0,0,0,16,4,1,"gml-2.1"
4235,-9,373,"AZE",5,2,2001,5,2,2001,0,0,0,0,0,0,0,1,1,"gml-2.1"
4236,-9,371,"ARM",12,12,2001,12,12,2001,0,0,0,0,0,0,0,1,1,"gml-2.1"
4236,-9,373,"AZE",12,12,2001,12,12,2001,1,1,1,0,0,0,4,2,1,"gml-2.1"
4237,-9,560,"SAF",16,12,1994,16,12,1994,0,0,0,0,0,0,0,1,1,"gml-2.1"
4237,-9,570,"LES",16,12,1994,16,12,1994,1,0,0,0,0,0,11,3,1,"gml-2.1"
4238,-9,365,"RUS",14,2,2001,19,2,2001,1,0,0,0,0,0,7,3,1,"gml-2.1"
4238,-9,385,"NOR",14,2,2001,19,2,2001,0,1,2,0,0,0,7,3,1,"gml-2.1"
4239,-9,365,"RUS",14,2,2001,11,4,2001,1,0,0,0,0,0,7,3,1,"gml-2.1"
4239,-9,740,"JPN",14,2,2001,11,4,2001,0,0,0,0,0,0,7,3,1,"gml-2.1"
4240,-9,368,"LIT",30,8,2001,-9,9,2001,0,0,0,0,0,0,0,1,1,"gml-2.1"
4240,-9,370,"BLR",30,8,2001,-9,9,2001,1,1,2,0,0,0,7,3,1,"gml-2.1"
4242,20202,365,"RUS",18,10,2001,15,11,2005,1,1,2,0,0,0,16,4,1,"gml-2.1"
4242,20202,372,"GRG",18,10,2001,15,11,2005,0,0,0,0,0,0,11,3,1,"gml-2.1"
4243,-9,840,"PHI",4,7,2000,4,7,2000,0,1,2,0,0,0,0,1,1,"gml-2.1"
4243,-9,986,"PAL",4,7,2000,4,7,2000,1,0,0,0,0,0,16,4,1,"gml-2.1"
4244,-9,490,"DRC",8,5,1997,-9,5,1997,0,0,0,0,0,0,0,1,1,"gml-2.1"
4244,-9,540,"ANG",8,5,1997,-9,5,1997,1,1,3,0,0,0,11,3,1,"gml-2.1"
4245,-9,484,"CON",-9,10,1997,8,10,1997,0,0,0,0,0,0,16,4,1,"gml-2.1"
4245,-9,490,"DRC",-9,10,1997,8,10,1997,1,0,0,0,0,0,16,4,1,"gml-2.1"
4246,-9,484,"CON",11,10,1997,15,10,1997,0,0,0,0,-9,-9,17,4,1,"gml-2.1"
4246,-9,540,"ANG",11,10,1997,15,10,1997,1,1,3,0,-9,-9,17,4,1,"gml-2.1"
4248,-9,500,"UGA",28,9,1998,-9,4,1999,0,0,0,0,0,0,11,3,1,"gml-2.1"
4248,-9,625,"SUD",28,9,1998,-9,4,1999,1,0,0,0,0,0,16,4,1,"gml-2.1"
4249,-9,500,"UGA",16,2,1997,-9,2,1997,0,0,0,0,0,0,0,1,1,"gml-2.1"
4249,-9,501,"KEN",16,2,1997,-9,2,1997,1,0,0,0,0,0,11,3,1,"gml-2.1"
4250,-9,471,"CAO",2,3,1998,11,9,1998,1,1,1,0,1,-9,17,4,1,"gml-2.1"
4250,-9,475,"NIG",2,3,1998,11,9,1998,0,1,1,0,1,-9,17,4,1,"gml-2.1"
4251,-9,438,"GUI",27,5,1997,10,3,1998,1,1,3,0,0,0,14,4,1,"gml-2.1"
4251,-9,451,"SIE",27,5,1997,10,3,1998,0,0,0,0,-9,-9,17,4,1,"gml-2.1"
4251,-9,452,"GHA",27,5,1997,10,3,1998,1,1,3,0,0,0,14,4,1,"gml-2.1"
4251,-9,475,"NIG",27,5,1997,10,3,1998,1,1,3,0,-9,-9,17,4,1,"gml-2.1"
4252,-9,500,"UGA",14,8,1999,18,8,1999,1,1,2,1,-9,-9,17,4,1,"gml-2.1"
4252,-9,517,"RWA",14,8,1999,18,8,1999,0,1,2,1,-9,-9,17,4,1,"gml-2.1"
4253,-9,500,"UGA",5,5,2000,11,6,2000,1,1,2,1,-9,-9,17,4,1,"gml-2.1"
4253,-9,517,"RWA",5,5,2000,11,6,2000,0,1,2,1,-9,-9,17,4,1,"gml-2.1"
4254,-9,2,"USA",-9,9,1998,-9,11,1998,1,0,0,0,0,0,7,3,1,"gml-2.1"
4254,-9,450,"LBR",-9,9,1998,-9,11,1998,0,0,0,0,0,0,0,1,1,"gml-2.1"
4255,-9,450,"LBR",-9,2,1998,-9,2,1998,0,0,0,0,0,0,0,1,1,"gml-2.1"
4255,-9,475,"NIG",-9,2,1998,-9,2,1998,1,0,0,0,0,0,12,3,1,"gml-2.1"
4256,-9,450,"LBR",9,4,1999,-9,4,1999,0,0,0,0,0,0,11,3,1,"gml-2.1"
4256,-9,451,"SIE",9,4,1999,-9,4,1999,1,1,2,0,0,0,1,2,1,"gml-2.1"
4256,-9,475,"NIG",9,4,1999,9,4,1999,1,1,2,0,0,0,1,2,1,"gml-2.1"
4257,-9,438,"GUI",10,7,2000,25,5,2001,0,1,2,0,0,0,16,4,1,"gml-2.1"
4257,-9,450,"LBR",10,7,2000,25,5,2001,1,1,2,0,1,-9,11,3,1,"gml-2.1"
4258,-9,530,"ETH",6,5,1998,18,6,2000,0,0,0,0,6,-9,20,5,1,"gml-2.1"
4258,-9,531,"ERI",6,5,1998,18,6,2000,1,1,1,0,6,-9,20,5,1,"gml-2.1"
4259,-9,91,"HON",-9,2,2001,16,3,2001,1,1,2,0,0,0,11,3,1,"gml-2.1"
4259,-9,93,"NIC",-9,2,2001,16,3,2001,0,1,2,0,0,0,0,1,1,"gml-2.1"
4260,-9,101,"VEN",3,10,1999,9,10,1999,1,1,1,0,0,0,12,3,1,"gml-2.1"
4260,-9,110,"GUY",3,10,1999,9,10,1999,0,0,0,0,0,0,8,3,1,"gml-2.1"
4261,-9,2,"USA",12,10,2000,21,10,2000,1,1,4,0,0,0,12,3,1,"gml-2.1"
4261,-9,101,"VEN",12,10,2000,21,10,2000,0,0,0,0,0,0,0,1,1,"gml-2.1"
4262,-9,100,"COL",13,10,2000,23,11,2000,0,0,0,0,0,0,0,1,1,"gml-2.1"
4262,-9,101,"VEN",13,10,2000,23,11,2000,1,1,2,0,0,0,16,4,1,"gml-2.1"
4263,-9,93,"NIC",24,10,2001,-9,11,2001,0,1,2,1,0,0,0,1,1,"gml-2.1"
4263,-9,100,"COL",24,10,2001,-9,11,2001,1,0,0,0,0,0,15,4,1,"gml-2.1"
4266,-9,731,"PRK",22,12,2001,22,12,2001,0,1,1,0,1,-9,17,4,1,"gml-2.1"
4266,-9,740,"JPN",22,12,2001,22,12,2001,1,0,0,0,0,0,17,4,1,"gml-2.1"
4269,-9,2,"USA",2,8,1994,-9,9,1995,1,0,0,0,0,0,11,3,1,"gml-2.1"
4269,-9,200,"UKG",7,10,1994,20,10,1994,1,0,0,0,0,0,11,3,0,"gml-2.1"
4269,-9,220,"FRN",9,10,1994,20,10,1994,1,0,0,0,0,0,11,3,0,"gml-2.1"
4269,-9,645,"IRQ",2,8,1994,-9,9,1995,0,1,1,2,0,0,11,3,1,"gml-2.1"
4269,-9,690,"KUW",2,8,1994,-9,9,1995,1,0,0,0,0,0,11,3,1,"gml-2.1"
4269,-9,692,"BAH",11,10,1994,20,10,1994,1,0,0,0,0,0,11,3,0,"gml-2.1"
4269,-9,696,"UAE",15,10,1994,20,10,1994,1,0,0,0,0,0,11,3,0,"gml-2.1"
4269,-9,698,"OMA",12,10,1994,20,10,1994,1,0,0,0,0,0,11,3,0,"gml-2.1"
4271,-9,2,"USA",30,8,1996,4,11,1996,1,0,0,0,0,0,16,4,1,"gml-2.1"
4271,-9,200,"UKG",2,11,1996,2,11,1996,1,0,0,0,0,0,16,4,0,"gml-2.1"
4271,-9,645,"IRQ",30,8,1996,4,11,1996,0,1,2,0,-9,-9,16,4,1,"gml-2.1"
4271,-9,690,"KUW",4,9,1996,6,9,1996,1,0,0,0,0,0,8,3,0,"gml-2.1"
4272,-9,645,"IRQ",19,10,1996,25,9,1997,0,1,1,0,0,0,17,4,1,"gml-2.1"
4272,-9,690,"KUW",19,10,1996,25,9,1997,1,0,0,0,0,0,17,4,1,"gml-2.1"
4273,50202,2,"USA",7,10,1997,2,5,2003,1,1,2,3,3,140,20,5,1,"gml-2.1"
4273,50202,200,"UKG",14,11,1997,2,5,2003,1,1,2,3,2,33,20,5,0,"gml-2.1"
4273,50202,210,"NTH",22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"gml-2.1"
4273,50202,210,"NTH",2,3,2003,18,3,2003,1,1,2,3,0,0,7,3,0,"gml-2.1"
4273,50202,220,"FRN",22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"gml-2.1"
4273,50202,255,"GMY",22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"gml-2.1"
4273,50202,290,"POL",19,3,2003,2,5,2003,1,1,2,3,-9,-9,20,5,0,"gml-2.1"
4273,50202,325,"ITA",22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"gml-2.1"
4273,50202,350,"GRC",22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"gml-2.1"
4273,50202,640,"TUR",15,2,1999,16,2,1999,1,0,0,0,0,0,0,1,0,"gml-2.1"
4273,50202,645,"IRQ",7,10,1997,2,5,2003,0,1,2,0,6,-9,20,5,1,"gml-2.1"
4273,50202,651,"EGY",22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"gml-2.1"
4273,50202,663,"JOR",22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"gml-2.1"
4273,50202,666,"ISR",17,12,1998,20,12,1998,1,0,0,0,0,0,10,3,0,"gml-2.1"
4273,50202,666,"ISR",13,9,2002,13,9,2002,1,0,0,0,0,0,0,1,0,"gml-2.1"
4273,50202,670,"SAU",15,2,1999,24,8,2001,1,0,0,0,1,1,15,4,0,"gml-2.1"
4273,50202,670,"SAU",22,2,2003,18,3,2003,1,1,2,0,0,0,8,3,0,"gml-2.1"
4273,50202,690,"KUW",4,11,1997,-9,3,2001,1,0,0,0,0,0,11,3,0,"gml-2.1"
4273,50202,690,"KUW",26,9,2002,18,3,2003,1,1,2,0,0,0,11,3,0,"gml-2.1"
4273,50202,692,"BAH",25,2,2003,18,3,2003,1,1,2,0,0,0,7,3,0,"gml-2.1"
4273,50202,694,"QAT",5,3,2003,18,3,2003,1,1,2,0,0,0,7,3,0,"gml-2.1"
4273,50202,696,"UAE",22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"gml-2.1"
4273,50202,696,"UAE",22,10,1999,18,3,2003,1,1,2,0,0,0,7,3,0,"gml-2.1"
4273,50202,698,"OMA",5,3,2003,18,3,2003,1,1,2,0,0,0,7,3,0,"gml-2.1"
4273,50202,900,"AUL",12,1,2003,2,5,2003,1,1,2,3,0,0,20,5,0,"gml-2.1"
4275,-9,645,"IRQ",10,8,2000,10,8,2000,0,1,1,0,0,0,0,1,1,"gml-2.1"
4275,-9,690,"KUW",10,8,2000,10,8,2000,1,0,0,0,0,0,10,3,1,"gml-2.1"
4277,70201,750,"IND",13,7,2001,22,11,2003,0,1,2,0,1,-9,17,4,1,"gml-2.1"
4277,70201,770,"PAK",13,7,2001,22,11,2003,1,1,1,0,1,-9,17,4,1,"gml-2.1"
4278,-9,710,"CHN",17,4,2001,17,4,2001,1,1,2,0,0,0,7,3,1,"gml-2.1"
4278,-9,900,"AUL",17,4,2001,17,4,2001,0,0,0,0,0,0,0,1,1,"gml-2.1"
4279,-9,710,"CHN",-9,5,2001,-9,5,2001,1,1,1,0,0,0,7,3,1,"gml-2.1"
4279,-9,840,"PHI",-9,5,2001,-9,5,2001,0,1,1,0,0,0,0,1,1,"gml-2.1"
4280,-9,2,"USA",23,3,2001,3,7,2001,0,0,0,0,0,0,12,3,1,"gml-2.1"
4280,-9,710,"CHN",23,3,2001,3,7,2001,1,1,2,0,1,1,15,4,1,"gml-2.1"
4281,-9,2,"USA",25,4,2001,17,8,2001,0,0,0,0,0,0,7,3,0,"gml-2.1"
4281,-9,710,"CHN",27,3,2001,-9,8,2001,1,1,2,0,0,0,7,3,1,"gml-2.1"
4281,-9,713,"TAW",27,3,2001,-9,8,2001,0,0,0,0,0,0,7,3,1,"gml-2.1"
4282,30201,731,"PRK",2,6,2001,10,11,2004,1,1,2,1,1,13,17,4,1,"gml-2.1"
4282,30201,732,"ROK",2,6,2001,10,11,2004,0,1,2,0,1,4,17,4,1,"gml-2.1"
4283,-9,2,"USA",15,9,2001,15,11,2001,1,1,3,2,1,2,17,4,1,"gml-2.1"
4283,-9,20,"CAN",7,10,2001,15,11,2001,1,1,3,2,0,0,16,4,0,"gml-2.1"
4283,-9,200,"UKG",15,9,2001,15,11,2001,1,1,3,2,0,0,17,4,1,"gml-2.1"
4283,-9,210,"NTH",9,10,2001,-9,10,2001,1,1,3,2,0,0,7,3,0,"gml-2.1"
4283,-9,220,"FRN",15,9,2001,15,11,2001,1,1,3,2,0,0,16,4,1,"gml-2.1"
4283,-9,230,"SPN",9,10,2001,-9,10,2001,1,1,3,2,0,0,7,3,0,"gml-2.1"
4283,-9,235,"POR",9,10,2001,-9,10,2001,1,1,3,2,0,0,7,3,0,"gml-2.1"
4283,-9,255,"GMY",9,10,2001,-9,10,2001,1,1,3,2,0,0,7,3,0,"gml-2.1"
4283,-9,350,"GRC",9,10,2001,-9,10,2001,1,1,3,2,0,0,7,3,0,"gml-2.1"
4283,-9,365,"RUS",15,9,2001,15,11,2001,1,1,3,2,0,0,17,4,1,"gml-2.1"
4283,-9,640,"TUR",7,10,2001,15,11,2001,1,1,3,2,0,0,16,4,0,"gml-2.1"
4283,-9,700,"AFG",15,9,2001,15,11,2001,0,0,0,0,6,-9,17,4,1,"gml-2.1"
4283,-9,702,"TAJ",7,10,2001,10,10,2001,1,1,3,2,0,0,8,3,0,"gml-2.1"
4283,-9,704,"UZB",6,10,2001,-9,10,2001,1,1,3,2,0,0,17,4,0,"gml-2.1"
4283,-9,770,"PAK",7,10,2001,9,10,2001,1,1,3,2,0,0,17,4,0,"gml-2.1"
4283,-9,900,"AUL",7,10,2001,15,11,2001,1,1,3,2,0,0,21,5,0,"gml-2.1"
4284,-9,482,"CEN",21,12,2001,21,12,2001,1,1,2,0,0,0,7,3,1,"gml-2.1"
4284,-9,483,"CHA",21,12,2001,21,12,2001,0,0,0,0,0,0,0,1,1,"gml-2.1"
4285,-9,371,"ARM",17,3,1994,17,3,1994,1,0,0,0,0,0,16,4,1,"gml-2.1"
4285,-9,630,"IRN",17,3,1994,17,3,1994,0,0,0,0,1,13,0,1,1,"gml-2.1"
4286,-9,625,"SUD",10,3,1993,-9,3,1993,1,1,1,0,0,0,15,4,1,"gml-2.1"
4286,-9,651,"EGY",10,3,1993,-9,3,1993,0,0,0,0,0,0,0,1,1,"gml-2.1"
4287,-9,625,"SUD",19,5,1994,-9,5,1994,1,1,1,0,0,0,15,4,1,"gml-2.1"
4287,-9,651,"EGY",19,5,1994,-9,5,1994,0,0,0,0,0,0,0,1,1,"gml-2.1"
4288,-9,625,"SUD",-9,3,1996,-9,3,1996,0,0,0,0,1,-9,0,1,1,"gml-2.1"
4288,-9,651,"EGY",-9,3,1996,-9,3,1996,1,1,1,0,0,0,16,4,1,"gml-2.1"
4289,-9,630,"IRN",18,7,1999,18,7,1999,0,0,0,0,0,0,0,1,1,"gml-2.1"
4289,-9,640,"TUR",18,7,1999,18,7,1999,1,1,2,0,0,0,16,4,1,"gml-2.1"
4290,-9,630,"IRN",24,8,2001,25,8,2001,0,0,0,0,0,0,0,1,1,"gml-2.1"
4290,-9,640,"TUR",24,8,2001,25,8,2001,1,1,2,0,0,0,7,3,1,"gml-2.1"
4291,-9,640,"TUR",1,10,1998,20,10,1998,1,1,2,0,0,0,7,3,1,"gml-2.1"
4291,-9,652,"SYR",1,10,1998,20,10,1998,0,0,0,0,0,0,0,1,1,"gml-2.1"
4292,-9,630,"IRN",9,6,1999,10,6,1999,1,1,2,0,0,0,16,4,1,"gml-2.1"
4292,-9,645,"IRQ",9,6,1999,10,6,1999,0,0,0,0,0,0,0,1,1,"gml-2.1"
4293,-9,670,"SAU",27,6,1995,28,6,1995,0,0,0,0,0,0,0,1,1,"gml-2.1"
4293,-9,694,"QAT",27,6,1995,28,6,1995,1,0,0,0,0,0,8,3,1,"gml-2.1"
4295,-9,20,"CAN",1,8,2000,6,10,2000,0,0,0,0,0,0,0,1,1,"gml-2.1"
4295,-9,200,"UKG",1,8,2000,6,10,2000,0,0,0,0,0,0,0,1,1,"gml-2.1"
4295,-9,345,"YUG",1,8,2000,6,10,2000,1,0,0,0,0,0,15,4,1,"gml-2.1"
4296,-9,385,"NOR",30,8,2001,30,8,2001,0,1,2,0,0,0,0,1,1,"gml-2.1"
4296,-9,900,"AUL",30,8,2001,30,8,2001,1,0,0,0,0,0,15,4,1,"gml-2.1"
4297,-9,365,"RUS",12,10,1996,-9,10,1996,1,0,0,0,0,0,15,4,1,"gml-2.1"
4297,-9,740,"JPN",12,10,1996,-9,10,1996,0,1,1,0,0,0,0,1,1,"gml-2.1"
4298,-9,2,"USA",26,9,2000,29,9,2000,0,0,0,0,0,0,7,3,0,"gml-2.1"
4298,-9,344,"CRO",5,8,2000,29,9,2000,0,0,0,0,0,0,7,3,1,"gml-2.1"
4298,-9,345,"YUG",5,8,2000,29,9,2000,1,0,0,0,0,0,15,4,1,"gml-2.1"
4299,-9,2,"USA",26,6,1993,28,6,1993,1,0,0,0,0,0,16,4,1,"gml-2.1"
4299,-9,645,"IRQ",26,6,1993,28,6,1993,0,0,0,0,1,-9,0,1,1,"gml-2.1"
4300,-9,438,"GUI",26,1,2001,4,6,2001,1,1,2,0,0,0,16,4,1,"gml-2.1"
4300,-9,451,"SIE",26,1,2001,4,6,2001,0,0,0,0,0,0,11,3,1,"gml-2.1"
4301,-9,450,"LBR",-9,5,2001,-9,5,2001,0,0,4,0,0,0,0,1,1,"gml-2.1"
4301,-9,451,"SIE",-9,5,2001,-9,5,2001,1,1,4,0,0,0,15,4,1,"gml-2.1"
4302,-9,438,"GUI",13,8,1999,17,9,1999,1,1,2,0,0,0,8,3,1,"gml-2.1"
4302,-9,450,"LBR",13,8,1999,17,9,1999,0,1,2,0,0,0,0,1,1,"gml-2.1"
4303,-9,540,"ANG",7,1,2001,21,11,2001,1,1,2,0,1,10,16,4,1,"gml-2.1"
4303,-9,551,"ZAM",7,1,2001,21,11,2001,0,0,0,0,0,0,16,4,1,"gml-2.1"
4304,-9,500,"UGA",7,12,1997,7,12,1997,0,0,0,0,0,0,0,1,1,"gml-2.1"
4304,-9,625,"SUD",7,12,1997,7,12,1997,1,0,0,0,0,0,7,3,1,"gml-2.1"
4305,-9,500,"UGA",30,10,2001,30,10,2001,1,0,0,0,0,0,8,3,1,"gml-2.1"
