"dispnum3","dispnum4","stday","stmon","styear","endday","endmon","endyear","outcome","settle","fatality","fatalpre","maxdur","mindur","hiact","hostlev","recip","numa","numb","link1","link2","link3","ongo2010","version"
3725,-9,2,6,1882,15,9,1882,1,2,6,-9,106,106,20,"5",1,2,1,"0","0",0,0,"gml-2.1"
3800,-9,12,6,1940,30,6,1940,8,1,0,0,19,19,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3801,-9,9,4,1940,22,4,1940,5,3,0,0,14,14,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3802,-9,15,5,1940,20,10,1940,5,3,0,0,159,159,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3804,-9,-9,11,1939,21,4,1940,5,3,0,0,173,144,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3805,-9,8,4,1941,8,4,1941,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3806,-9,7,2,1942,27,4,1944,5,3,0,0,811,811,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3807,-9,26,7,1940,26,7,1940,7,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3809,-9,10,12,1939,15,12,1939,7,3,0,0,6,6,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3812,-9,2,4,1940,6,4,1940,5,3,0,0,5,5,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3813,-9,-9,3,1940,6,4,1941,9,3,-9,-9,402,372,21,"5",1,3,1,"0","0",0,0,"gml-2.1"
3814,-9,17,10,1940,17,10,1940,5,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3820,-9,17,4,1940,10,6,1940,9,3,0,0,55,55,21,"5",0,1,2,"0","0",0,0,"gml-2.1"
3822,-9,26,8,1940,22,6,1941,9,3,-9,-9,301,301,21,"5",1,1,1,"0","0",0,0,"gml-2.1"
3823,-9,23,8,1940,30,8,1940,4,1,0,0,8,8,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3825,-9,28,8,1940,30,8,1940,4,2,0,0,3,3,1,"2",0,1,1,"0","0",0,0,"gml-2.1"
3826,-9,-9,8,1944,9,9,1944,9,3,-9,-9,40,10,21,"5",1,1,2,"0","0",0,0,"gml-2.1"
3827,-9,8,9,1944,8,9,1944,9,3,-9,-9,1,1,21,"5",1,1,1,"0","0",0,0,"gml-2.1"
3834,-9,17,12,1939,19,5,1940,7,3,0,0,155,155,15,"4",0,2,1,"0","0",0,0,"gml-2.1"
3835,-9,28,5,1940,28,5,1940,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3836,-9,17,7,1940,19,7,1940,5,3,0,0,3,3,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3850,-9,28,1,1940,19,2,1941,5,3,0,0,389,389,17,"4",1,2,1,"0","0",0,0,"gml-2.1"
3851,-9,22,9,1940,29,10,1940,5,2,0,0,38,38,1,"2",0,1,1,"0","0",0,0,"gml-2.1"
3852,-9,14,7,1940,14,7,1940,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3853,-9,12,6,1940,20,10,1940,8,3,-9,-9,131,131,17,"4",1,1,3,"0","0",0,0,"gml-2.1"
3854,-9,11,7,1940,11,7,1940,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3855,-9,2,7,1940,21,12,1940,5,3,0,0,173,173,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3856,-9,11,10,1940,11,10,1940,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3860,-9,13,1,1940,31,3,1940,7,3,0,0,79,79,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3861,-9,10,4,1940,14,5,1940,4,3,0,0,35,35,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3863,-9,1,8,1940,29,10,1940,5,3,0,0,90,90,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3864,-9,12,11,1940,16,12,1940,7,3,0,0,35,35,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3868,-9,22,9,1941,22,9,1941,5,3,0,0,1,1,3,"2",0,1,1,"0","0",0,0,"gml-2.1"
3869,-9,14,9,1941,19,9,1941,5,3,1,2,6,6,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3871,-9,8,2,1941,8,2,1941,5,3,0,0,1,1,1,"2",0,1,1,"0","0",0,0,"gml-2.1"
3872,-9,-9,1,1941,-9,1,1941,5,3,2,-9,31,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3873,-9,7,4,1941,7,4,1941,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3875,-9,13,3,1942,13,3,1942,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3876,-9,10,3,1942,24,8,1942,5,3,0,0,168,168,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3877,-9,13,5,1942,1,6,1942,5,3,0,0,20,20,21,"5",1,3,1,"0","0",0,0,"gml-2.1"
3878,-9,2,8,1942,2,8,1942,9,4,0,0,1,1,18,"4",0,1,1,"0","0",0,0,"gml-2.1"
3881,-9,-9,9,1941,-9,11,1942,5,3,0,0,456,398,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3882,-9,16,3,1942,10,7,1942,5,3,0,0,117,117,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3883,-9,24,2,1942,24,2,1942,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3884,-9,7,2,1943,7,2,1943,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3885,-9,15,12,1942,15,12,1942,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3887,-9,11,12,1943,11,12,1943,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3900,-9,11,12,1989,11,12,1989,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3901,-9,13,11,1988,3,1,1990,2,2,3,-9,417,417,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3904,-9,23,5,1989,27,5,1989,5,3,1,-9,5,5,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3905,-9,9,4,1989,30,9,1989,5,3,1,-9,175,175,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3906,-9,7,12,1989,15,12,1989,1,2,0,0,9,9,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3907,-9,30,11,1989,30,11,1989,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3908,-9,29,8,1989,29,8,1989,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3909,-9,12,1,1989,13,1,1989,5,3,0,0,2,2,8,"3",1,1,1,"0","0",0,0,"gml-2.1"
3910,-9,9,4,1989,9,4,1989,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3911,-9,2,3,1989,13,3,1989,5,3,2,72,12,12,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3912,-9,15,11,1989,2,4,1990,6,1,1,-9,139,139,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3913,-9,20,9,1989,23,9,1989,5,3,1,4,4,4,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3914,-9,13,3,1989,14,3,1989,5,3,1,-9,2,2,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3915,-9,3,6,1989,3,6,1989,5,3,0,0,1,1,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3916,-9,11,2,1989,7,4,1989,5,3,0,0,56,56,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3917,-9,28,1,1989,28,1,1989,5,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3919,-9,21,5,1989,21,5,1989,5,3,1,-9,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3920,-9,20,1,1989,27,9,1989,5,3,0,0,251,251,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3921,-9,25,10,1989,25,10,1989,5,3,1,1,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3922,-9,21,10,1989,21,10,1989,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3952,-9,1,1,1990,29,5,1990,5,1,1,-9,149,149,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3953,-9,-9,10,1989,-9,7,1990,5,3,2,-9,304,244,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3954,-9,4,1,1990,4,1,1990,5,3,0,0,1,1,1,"2",0,1,1,"0","0",0,0,"gml-2.1"
3955,-9,21,2,1990,21,2,1990,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3956,-9,2,4,1990,28,2,1991,5,3,0,0,333,333,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3957,-9,26,6,1990,3,4,1991,2,2,6,-9,282,282,20,"5",1,1,27,"0","0",0,0,"gml-2.1"
3958,-9,28,4,1990,1,2,1991,5,3,1,1,280,280,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3959,-9,11,2,1990,22,12,1990,6,1,1,-9,315,315,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3960,-9,8,2,1990,10,2,1990,5,3,1,-9,3,3,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3961,-9,11,6,1990,29,10,1990,6,1,0,0,141,141,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3970,-9,-9,1,1991,-9,1,1991,5,3,0,0,31,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3971,-9,24,1,1991,24,1,1991,5,3,0,0,1,1,1,"2",0,1,1,"0","0",0,0,"gml-2.1"
3972,-9,29,7,1991,29,7,1991,7,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3973,-9,21,5,1991,22,5,1991,5,3,0,0,2,2,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3974,-9,15,3,1991,2,1,1992,1,2,-9,-9,294,294,16,"4",1,3,1,"0","0",0,0,"gml-2.1"
3976,-9,28,6,1991,30,6,1991,5,3,0,0,3,3,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
3977,-9,1,6,1991,17,9,1991,5,3,0,0,109,109,12,"3",1,1,1,"0","0",0,0,"gml-2.1"
3978,-9,1,4,1991,23,4,1991,5,3,0,0,23,23,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3979,-9,24,1,1991,28,12,1991,5,3,1,-9,339,339,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3980,-9,5,8,1991,28,10,1991,5,3,0,0,85,85,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3981,-9,4,10,1991,4,10,1991,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3982,-9,29,5,1991,29,8,1991,5,3,0,0,93,93,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3983,-9,17,1,1991,1,3,1991,5,3,0,0,44,44,8,"3",0,1,1,"0","0",0,0,"gml-2.1"
3984,-9,-9,1,1991,26,2,1991,5,3,0,0,57,27,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
3985,-9,25,4,1991,2,9,1991,5,3,2,-9,131,131,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3986,-9,16,12,1991,24,12,1991,5,3,1,1,9,9,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3987,-9,6,10,1991,13,10,1991,5,1,0,0,8,8,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3988,-9,1,2,1991,1,2,1991,5,3,1,2,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3994,-9,16,9,1977,20,8,1979,5,1,2,-9,704,704,17,"4",1,1,2,"0","0",0,0,"gml-2.1"
4001,-9,1,1,1994,23,9,1996,5,3,1,-9,997,997,17,"4",1,1,1,"4135","0",0,0,"gml-2.1"
4002,-9,8,2,1995,1,3,1995,5,3,0,0,22,22,16,"4",1,1,1,"4314","4003",4138,0,"gml-2.1"
4003,-9,3,1,1996,8,1,1996,1,2,0,0,6,6,11,"3",1,1,1,"4314","4002",4138,0,"gml-2.1"
4004,-9,24,1,1996,24,7,1996,1,2,0,0,183,183,14,"4",1,1,1,"0","0",0,0,"gml-2.1"
4005,-9,25,6,1995,25,6,1995,5,3,0,0,1,1,17,"4",1,1,1,"4006","4313",0,0,"gml-2.1"
4006,-9,20,5,1996,21,5,1996,5,3,0,0,2,2,8,"3",0,1,1,"4005","4313",0,0,"gml-2.1"
4007,-9,17,9,1993,17,7,1999,5,3,6,-9,2130,2130,20,"5",1,1,1,"147W","166W",4223,0,"gml-2.1"
4008,-9,31,5,1995,31,5,1995,5,3,1,2,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4009,-9,8,10,1995,-9,10,1995,6,1,0,0,24,1,15,"4",0,1,1,"4219","4172",4262,0,"gml-2.1"
4010,-9,26,1,1993,20,2,1993,5,2,0,0,26,26,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4011,-9,8,4,1995,13,6,1995,5,1,0,0,67,67,17,"4",1,1,1,"4012","4171",4140,0,"gml-2.1"
4012,-9,17,12,1995,22,12,1995,5,3,0,0,6,6,15,"4",1,1,1,"4011","4171",4140,0,"gml-2.1"
4013,-9,9,1,1995,25,7,1995,5,1,4,-9,198,198,17,"4",1,1,1,"4143","4144",4189,0,"gml-2.1"
4014,-9,15,10,1993,16,10,1993,5,3,0,0,2,2,12,"3",1,1,1,"4015","4150",4151,0,"gml-2.1"
4015,-9,25,8,1995,23,9,1995,5,3,0,0,30,30,12,"3",1,1,1,"4014","4150",4151,0,"gml-2.1"
4016,-9,18,10,1993,18,9,1994,1,2,0,0,336,336,13,"4",1,7,1,"0","0",0,0,"gml-2.1"
4018,-9,-9,1,1993,-9,4,1993,5,3,1,5,120,61,17,"4",1,1,1,"4019","4089",0,0,"gml-2.1"
4019,-9,-9,4,1995,-9,4,1995,5,3,0,0,30,1,16,"4",0,1,1,"4018","4089",0,0,"gml-2.1"
4020,-9,10,1,1995,16,9,1995,5,3,0,0,250,250,16,"4",0,1,1,"4023","4035",4064,0,"gml-2.1"
4021,-9,3,3,1993,24,3,1993,5,3,0,0,22,22,8,"3",1,2,1,"4022","4087",4125,0,"gml-2.1"
4022,-9,5,11,1993,3,9,1999,5,3,1,1,2129,2129,12,"3",1,1,5,"4021","4087",4125,0,"gml-2.1"
4024,-9,16,4,1994,28,4,1994,5,3,0,0,13,13,7,"3",0,1,1,"4027","4028",4029,0,"gml-2.1"
4027,-9,-9,1,1995,13,5,1995,5,1,0,0,133,103,15,"4",1,1,1,"4024","4028",4029,0,"gml-2.1"
4028,-9,-9,12,1996,23,9,1997,5,3,0,0,297,267,15,"4",1,1,1,"4027","4029",4030,0,"gml-2.1"
4029,-9,-9,8,1993,-9,8,1993,5,3,0,0,31,1,7,"3",0,1,1,"4027","4028",4030,0,"gml-2.1"
4030,-9,12,5,1994,18,8,1994,5,1,0,0,99,99,15,"4",1,1,1,"4027","4028",4029,0,"gml-2.1"
4031,-9,7,3,1995,16,4,1995,1,1,0,0,41,41,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
4035,-9,-9,6,1994,14,11,1994,5,2,0,0,167,138,12,"3",0,1,1,"4020","4023",4064,0,"gml-2.1"
4038,-9,22,1,1993,11,4,1993,5,3,1,1,80,80,16,"4",1,1,1,"4039","4094",4095,0,"gml-2.1"
4039,-9,14,10,1993,14,10,1993,5,3,0,0,1,1,16,"4",0,1,1,"4038","4094",4095,0,"gml-2.1"
4040,-9,8,6,1994,8,6,1995,5,3,0,0,366,366,16,"4",1,1,1,"4092","4133",4193,0,"gml-2.1"
4041,-9,10,4,1994,8,9,1994,5,3,1,2,152,152,17,"4",1,1,1,"4090","0",NA,0,"gml-2.1"
4042,-9,26,11,1993,27,9,1995,5,3,0,0,671,671,16,"4",1,1,1,"4222","4297",0,0,"gml-2.1"
4045,-9,-9,3,1995,-9,3,1995,5,3,0,0,31,1,7,"3",0,1,1,"4043","4136",4137,0,"gml-2.1"
4046,-9,23,4,1994,13,6,1994,5,3,0,0,52,52,12,"3",1,1,2,"4137","4186",4298,0,"gml-2.1"
4048,-9,26,1,1993,-9,1,1993,8,3,0,0,6,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4050,-9,8,4,1994,-9,4,1994,5,3,0,0,23,1,15,"4",0,1,1,"4098","0",0,0,"gml-2.1"
4051,-9,15,2,1993,15,2,1993,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4052,-9,9,6,1993,10,6,1993,7,3,0,0,2,2,15,"4",0,1,1,"4104","0",0,0,"gml-2.1"
4054,-9,3,3,1993,21,2,1994,5,3,2,-9,356,356,17,"4",1,6,1,"4055","4176",4228,0,"gml-2.1"
4055,-9,31,12,1994,2,5,1995,5,3,0,0,123,123,16,"4",0,1,1,"4054","4176",4228,0,"gml-2.1"
4058,-9,26,6,1993,26,6,1993,5,3,1,1,1,1,17,"4",1,1,1,"4097","0",0,0,"gml-2.1"
4060,-9,25,3,1995,25,3,1995,5,3,0,0,1,1,7,"3",0,1,1,"4030","4128",4279,0,"gml-2.1"
4061,-9,21,8,1995,21,8,1995,5,3,0,0,1,1,7,"3",0,1,1,"4062","4180",0,0,"gml-2.1"
4062,-9,-9,7,1996,9,9,1996,5,3,0,0,71,41,7,"3",1,1,1,"4061","4181",0,0,"gml-2.1"
4063,-9,2,9,1996,19,9,1996,5,3,0,0,18,18,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
4064,-9,-9,7,1995,23,3,1996,5,3,0,0,267,237,11,"3",1,1,2,"4088","4281",0,0,"gml-2.1"
4065,-9,23,8,1994,-9,10,1994,5,3,0,0,70,40,7,"3",0,1,2,"0","0",0,0,"gml-2.1"
4066,-9,1,2,1993,4,2,1993,5,3,0,0,4,4,8,"3",0,1,1,"4116","4163",0,0,"gml-2.1"
4067,-9,11,2,1993,11,2,1993,5,3,1,1,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4068,-9,25,7,1995,-9,7,1995,5,3,0,0,7,1,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4069,-9,31,3,1993,7,4,1993,7,1,0,0,8,8,15,"4",0,1,1,"4245","0",0,0,"gml-2.1"
4071,-9,23,10,1994,23,10,1994,8,3,0,0,1,1,11,"3",0,1,1,"4244","4122",4170,0,"gml-2.1"
4072,-9,13,3,1993,25,7,1993,5,3,0,0,135,135,16,"4",1,1,1,"4113","4192",4205,0,"gml-2.1"
4073,-9,11,3,1993,11,3,1993,5,3,0,0,1,1,1,"2",0,1,1,"0","0",0,0,"gml-2.1"
4075,-9,5,3,1993,1,5,1993,6,1,-9,-9,58,58,17,"4",1,1,1,"4076","0",0,0,"gml-2.1"
4076,-9,31,5,1996,29,11,1996,5,1,0,0,183,183,16,"4",1,1,1,"4075","0",0,0,"gml-2.1"
4078,-9,5,8,1994,14,4,1997,5,3,-9,-9,984,984,17,"4",1,1,1,"4248","4304",4305,0,"gml-2.1"
4079,-9,8,3,1994,25,3,1996,5,3,2,28,749,749,17,"4",1,1,1,"4130","0",0,0,"gml-2.1"
4081,-9,-9,11,1994,-9,12,1994,5,3,0,0,61,2,11,"3",0,1,1,"4124","0",0,0,"gml-2.1"
4082,-9,-9,12,1995,-9,4,1996,5,3,0,0,152,93,16,"4",0,1,1,"4187","0",0,0,"gml-2.1"
4083,-9,14,3,1995,29,3,1995,5,3,0,0,16,16,16,"4",1,1,1,"4084","4249",0,0,"gml-2.1"
4084,-9,-9,11,1995,-9,11,1995,8,3,0,0,30,1,11,"3",0,1,1,"4083","4249",0,0,"gml-2.1"
4085,-9,28,5,1993,28,5,1993,8,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4086,-9,23,1,1996,23,1,1996,7,2,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4088,-9,-9,2,1999,-9,4,2000,5,3,0,0,455,399,12,"3",1,1,2,"4281","4064",4020,0,"gml-2.1"
4089,-9,25,10,1997,25,10,1997,8,3,-9,-9,1,1,17,"4",1,1,1,"4018","4019",0,0,"gml-2.1"
4090,-9,11,8,1997,17,9,1997,5,3,0,0,38,38,16,"4",0,1,1,"4041","0",NA,0,"gml-2.1"
4092,-9,28,12,1995,9,7,1996,5,1,0,0,195,195,17,"4",1,1,1,"4133","4193",4210,0,"gml-2.1"
4094,-9,6,10,1994,14,11,1995,7,3,0,0,405,405,12,"3",0,1,1,"4038","4039",4095,0,"gml-2.1"
4095,-9,3,6,1996,20,7,2001,5,3,1,3,1874,1874,16,"4",1,1,2,"4038","4039",4094,0,"gml-2.1"
4096,-9,25,8,1997,23,12,1997,6,1,0,0,121,121,14,"4",0,1,1,"4049","4212",4242,0,"gml-2.1"
4097,-9,13,3,1997,13,3,1997,5,3,0,0,1,1,17,"4",1,1,1,"4058","0",0,0,"gml-2.1"
4098,-9,24,3,1996,24,3,1996,5,3,0,0,1,1,7,"3",0,1,1,"4050","0",0,0,"gml-2.1"
4100,-9,7,5,1995,12,11,1995,1,1,0,0,190,190,10,"3",0,1,1,"4230","4298",0,0,"gml-2.1"
4101,-9,12,8,1995,12,2,1996,5,3,0,0,185,185,11,"3",0,1,1,"4102","4137",4186,0,"gml-2.1"
4102,-9,12,8,1995,12,2,1996,5,3,0,0,185,185,11,"3",0,1,1,"4101","4137",4186,0,"gml-2.1"
4103,-9,10,1,1994,13,1,1994,4,3,0,0,4,4,8,"3",0,1,1,"4111","0",0,0,"gml-2.1"
4104,-9,-9,6,1994,-9,6,1994,5,3,0,0,30,1,16,"4",0,1,1,"4052","0",0,0,"gml-2.1"
4105,-9,29,3,1995,29,3,1995,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4106,-9,20,6,1993,20,6,1993,5,3,0,0,1,1,7,"3",0,1,1,"4107","0",0,0,"gml-2.1"
4107,-9,26,2,1997,21,3,1997,7,1,0,0,24,24,15,"4",0,1,1,"4106","0",0,0,"gml-2.1"
4108,-9,26,3,1997,26,3,1997,5,3,0,0,1,1,8,"3",0,1,1,"0","0",0,0,"gml-2.1"
4109,-9,17,10,1996,25,10,1996,3,1,0,0,9,9,12,"3",0,1,1,"0","0",0,0,"gml-2.1"
4111,-9,5,8,1998,5,2,1999,5,3,0,0,185,185,11,"3",0,1,1,"4103","0",0,0,"gml-2.1"
4113,-9,6,11,1994,6,11,1994,5,3,0,0,1,1,16,"4",0,1,1,"4072","4192",4205,0,"gml-2.1"
4114,-9,23,10,1994,27,1,1995,5,3,1,-9,97,97,17,"4",1,1,1,"4203","0",0,0,"gml-2.1"
4116,-9,6,1,1994,6,7,1994,8,3,0,0,182,182,11,"3",0,1,1,"4163","4066",0,0,"gml-2.1"
4117,-9,22,10,1997,20,4,1998,5,3,0,0,181,181,12,"3",1,1,1,"0","0",0,0,"gml-2.1"
4118,-9,15,6,1995,3,11,1995,5,3,0,0,142,142,8,"3",0,1,1,"4123","4311",0,0,"gml-2.1"
4119,-9,3,1,1994,27,11,1994,5,3,1,-9,329,329,17,"4",1,1,1,"4166","4165",4250,0,"gml-2.1"
4121,-9,13,11,1995,15,8,1996,5,1,1,-9,277,277,17,"4",1,1,1,"4132","4200",0,0,"gml-2.1"
4122,-9,22,9,1996,17,5,1997,5,3,4,-9,238,238,17,"4",1,1,1,"4170","4071",4244,0,"gml-2.1"
4123,-9,27,9,1997,-9,11,1997,8,3,-9,-9,65,36,17,"4",1,1,1,"4118","4311",0,0,"gml-2.1"
4124,-9,21,7,1996,2,5,1999,6,1,-9,-9,1016,1016,17,"4",1,1,1,"4081","0",0,0,"gml-2.1"
4125,-9,16,6,1999,18,7,1999,5,3,0,0,33,33,7,"3",0,1,2,"4218","4282",4087,0,"gml-2.1"
4126,-9,15,2,1996,17,2,1996,5,3,0,0,3,3,7,"3",1,1,1,"4127","0",0,0,"gml-2.1"
4127,-9,15,2,1999,19,2,1999,7,3,0,0,5,5,15,"4",0,1,1,"4126","0",0,0,"gml-2.1"
4128,-9,4,8,1998,16,5,2000,6,1,0,0,652,652,15,"4",1,1,1,"4279","4328",4329,0,"gml-2.1"
4130,-9,-9,1,1997,-9,1,1997,5,3,0,0,31,1,17,"4",1,1,1,"4079","0",0,0,"gml-2.1"
4132,-9,-9,5,1997,-9,7,1997,5,3,0,0,92,32,15,"4",0,1,1,"4121","4200",0,0,"gml-2.1"
4133,-9,12,3,1999,6,5,1999,5,3,0,0,56,56,7,"3",1,1,1,"4092","4193",4210,0,"gml-2.1"
4134,-9,27,6,1995,17,7,1995,5,3,1,2,21,21,17,"4",1,1,1,"4286","4287",4288,0,"gml-2.1"
4135,-9,15,8,1997,2,5,1998,5,3,1,-9,261,261,17,"4",1,1,1,"4001","0",0,0,"gml-2.1"
4136,-9,3,3,1997,13,9,1997,5,3,0,0,195,195,11,"3",0,1,1,"4043","4045",4137,0,"gml-2.1"
4137,-9,-9,2,1998,10,6,1999,1,2,5,-9,495,468,17,"4",1,23,1,"4100","4186",4298,0,"gml-2.1"
4138,-9,12,1,1999,12,1,1999,5,3,1,3,1,1,17,"4",1,1,1,"4314","4002",4003,0,"gml-2.1"
4140,-9,1,12,1999,-9,7,2000,6,1,0,0,244,214,14,"4",1,1,1,"4141","4259",4327,0,"gml-2.1"
4143,-9,20,9,1995,-9,7,1996,5,1,0,0,316,286,17,"4",1,1,1,"4144","4189",4013,0,"gml-2.1"
4144,-9,13,5,1997,19,10,1997,5,1,0,0,160,160,16,"4",1,1,1,"4143","4189",4013,0,"gml-2.1"
4145,-9,-9,4,1994,-9,4,1994,8,3,0,0,30,1,15,"4",0,1,1,"4263","0",0,0,"gml-2.1"
4146,-9,3,3,1995,-9,3,1995,7,4,0,0,29,1,15,"4",1,1,1,"4147","0",0,0,"gml-2.1"
4147,-9,16,7,1998,-9,8,1998,5,3,0,0,47,17,15,"4",1,1,1,"4146","0",0,0,"gml-2.1"
4148,-9,6,3,1996,-9,3,1996,7,4,0,0,26,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4149,-9,30,10,1996,30,10,1996,5,3,0,0,1,1,16,"4",0,1,1,"4154","4155",0,0,"gml-2.1"
4150,-9,-9,8,1997,26,8,1997,5,3,0,0,26,1,12,"3",1,1,1,"4151","4152",4015,0,"gml-2.1"
4151,-9,24,2,2000,-9,4,2000,5,3,0,0,67,38,15,"4",1,1,1,"4150","4152",4015,0,"gml-2.1"
4152,-9,28,12,2000,13,5,2001,5,3,0,0,137,137,12,"3",0,1,1,"4150","4151",4015,0,"gml-2.1"
4154,-9,-9,4,1997,28,5,1997,6,1,0,0,58,29,16,"4",0,1,1,"4149","4155",0,0,"gml-2.1"
4155,-9,8,8,1999,11,8,1999,5,3,0,0,4,4,15,"4",0,1,1,"4149","4154",0,0,"gml-2.1"
4156,-9,3,6,2000,-9,9,2000,5,3,0,0,120,91,12,"3",1,1,1,"4157","0",0,0,"gml-2.1"
4158,-9,20,3,1995,10,7,1995,5,3,0,0,113,113,14,"4",0,1,1,"4206","4208",4273,0,"gml-2.1"
4159,-9,5,9,1995,5,9,1995,5,3,0,0,1,1,11,"3",0,1,1,"4160","4161",0,0,"gml-2.1"
4160,-9,8,8,1998,-9,11,1998,7,3,-9,-9,115,86,17,"4",1,1,1,"4159","4161",0,0,"gml-2.1"
4161,-9,16,5,1999,16,5,1999,5,3,0,0,1,1,16,"4",0,1,1,"4159","4160",0,0,"gml-2.1"
4162,-9,7,9,1994,14,9,1994,4,2,0,0,8,8,11,"3",1,1,1,"4246","0",0,0,"gml-2.1"
