"dispnum3","incidnum3","stday","stmon","styear","endday","endmon","endyear","duration","tbi","fatality","fatalpre","action","hostlev","numa","revtype1","revtype2","version"
4128,4128005,29,11,1998,-9,12,1998,-9,-9,0,0,15,4,1,1,0,"gml-2.1"
4128,4128006,23,5,1999,23,5,1999,1,57,0,0,7,3,1,1,0,"gml-2.1"
4128,4128007,19,7,1999,19,7,1999,1,-9,0,0,7,3,1,1,0,"gml-2.1"
4128,4128008,-9,1,2000,-9,1,2000,-9,-9,0,0,15,4,1,1,0,"gml-2.1"
4128,4128009,-9,2,2000,-9,2,2000,-9,-9,0,0,7,3,1,1,0,"gml-2.1"
4130,4130001,-9,1,1997,-9,1,1997,-9,-9,-9,-9,17,4,1,2,3,"gml-2.1"
4130,4130002,12,1,1997,12,1,1997,1,1,-9,-9,16,4,1,2,0,"gml-2.1"
4130,4130003,13,1,1997,13,1,1997,1,-9,0,0,10,3,1,2,0,"gml-2.1"
4132,4132001,-9,5,1997,-9,7,1997,-9,-9,0,0,15,4,1,1,2,"gml-2.1"
4132,4132002,-9,5,1997,-9,7,1997,-9,-9,0,0,15,4,1,1,0,"gml-2.1"
4133,4133001,12,3,1999,12,3,1999,1,0,0,0,12,3,1,1,0,"gml-2.1"
4133,4133002,12,3,1999,12,3,1999,1,7,0,0,7,3,1,1,0,"gml-2.1"
4133,4133003,19,3,1999,19,3,1999,1,48,0,0,1,2,1,2,0,"gml-2.1"
4133,4133004,6,5,1999,6,5,1999,1,0,0,0,12,3,1,1,0,"gml-2.1"
4133,4133005,6,5,1999,6,5,1999,1,-9,0,0,7,3,1,1,0,"gml-2.1"
4134,4134001,27,6,1995,28,6,1995,2,0,-9,-9,17,4,1,1,0,"gml-2.1"
4134,4134002,28,6,1995,28,6,1995,1,1,0,0,15,4,1,1,2,"gml-2.1"
4134,4134003,29,6,1995,29,6,1995,1,1,0,0,11,3,1,1,2,"gml-2.1"
4134,4134004,30,6,1995,30,6,1995,1,17,0,0,7,3,1,2,0,"gml-2.1"
4134,4134005,17,7,1995,17,7,1995,1,-9,0,0,11,3,1,1,0,"gml-2.1"
4135,4135001,15,8,1997,15,8,1997,1,4,0,0,8,3,1,4,0,"gml-2.1"
4135,4135002,19,8,1997,19,8,1997,1,1,0,0,11,3,1,4,0,"gml-2.1"
4135,4135003,20,8,1997,20,8,1997,1,7,0,0,7,3,1,4,0,"gml-2.1"
4135,4135004,27,8,1997,27,8,1997,1,109,1,3,16,4,1,4,0,"gml-2.1"
4135,4135005,14,12,1997,17,12,1997,4,13,0,0,7,3,1,4,0,"gml-2.1"
4135,4135006,30,12,1997,30,12,1997,1,17,-9,-9,17,4,1,2,0,"gml-2.1"
4135,4135007,16,1,1998,16,1,1998,1,1,0,0,7,3,1,4,0,"gml-2.1"
4135,4135008,17,1,1998,17,1,1998,1,2,0,0,7,3,1,4,0,"gml-2.1"
4135,4135009,19,1,1998,19,1,1998,1,103,0,0,7,3,1,4,0,"gml-2.1"
4135,4135010,2,5,1998,2,5,1998,1,-9,0,0,7,3,1,4,0,"gml-2.1"
4136,4136001,3,3,1997,-9,3,1997,-9,-9,0,0,8,3,1,2,0,"gml-2.1"
4136,4136002,15,3,1997,-9,3,1997,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4136,4136003,20,3,1997,-9,3,1997,-9,-9,0,0,7,3,1,2,0,"gml-2.1"
4137,4137001,-9,2,1998,-9,2,1998,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4137,4137002,1,3,1998,-9,3,1998,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4137,4137003,6,3,1998,-9,3,1998,-9,-9,0,0,8,3,1,2,0,"gml-2.1"
4137,4137004,7,3,1998,7,3,1998,1,-9,0,0,11,3,1,2,0,"gml-2.1"
4137,4137005,-9,4,1998,-9,4,1998,-9,-9,0,0,8,3,1,2,0,"gml-2.1"
4137,4137006,1,4,1998,3,4,1998,3,9,0,0,11,3,1,2,0,"gml-2.1"
4137,4137007,12,4,1998,13,4,1998,2,6,0,0,11,3,1,2,0,"gml-2.1"
4137,4137008,19,4,1998,3,5,1998,15,0,0,0,11,3,1,2,0,"gml-2.1"
4137,4137009,3,5,1998,3,5,1998,1,39,0,0,11,3,2,4,0,"gml-2.1"
4137,4137010,11,6,1998,17,6,1998,7,-5,0,0,7,3,16,2,0,"gml-2.1"
4137,4137011,12,6,1998,13,6,1998,2,1,0,0,11,3,1,2,0,"gml-2.1"
4137,4137012,14,6,1998,14,6,1998,1,1,0,0,11,3,1,2,0,"gml-2.1"
4137,4137013,15,6,1998,16,6,1998,2,0,0,0,7,3,13,2,0,"gml-2.1"
4137,4137014,16,6,1998,16,6,1998,1,19,0,0,12,3,1,2,0,"gml-2.1"
4137,4137015,5,7,1998,5,7,1998,1,0,0,0,7,3,1,2,0,"gml-2.1"
4137,4137016,5,7,1998,5,7,1998,1,13,0,0,12,3,1,2,0,"gml-2.1"
4137,4137017,18,7,1998,18,7,1998,1,7,0,0,16,4,1,2,0,"gml-2.1"
4137,4137018,25,7,1998,29,7,1998,5,-1,0,0,16,4,1,2,0,"gml-2.1"
4137,4137019,28,7,1998,-9,7,1998,-9,-9,0,0,8,3,1,2,0,"gml-2.1"
4137,4137020,12,8,1998,12,8,1998,1,3,0,0,16,4,1,2,0,"gml-2.1"
4137,4137021,15,8,1998,-9,8,1998,-9,-9,0,0,8,3,1,2,0,"gml-2.1"
4137,4137022,17,8,1998,22,8,1998,6,-4,0,0,7,3,19,2,0,"gml-2.1"
4137,4137023,18,8,1998,18,8,1998,1,4,0,0,16,4,1,2,0,"gml-2.1"
4137,4137024,22,8,1998,26,8,1998,5,29,0,0,7,3,13,2,0,"gml-2.1"
4137,4137025,24,9,1998,24,9,1998,1,6,0,0,1,2,16,2,0,"gml-2.1"
4137,4137026,30,9,1998,30,9,1998,1,2,0,0,1,2,16,2,0,"gml-2.1"
4137,4137027,2,10,1998,2,10,1998,1,3,0,0,16,4,1,2,0,"gml-2.1"
4137,4137028,5,10,1998,5,10,1998,1,0,0,0,10,3,1,2,0,"gml-2.1"
4137,4137029,5,10,1998,5,10,1998,1,0,0,0,10,3,1,2,0,"gml-2.1"
4137,4137030,5,10,1998,5,10,1998,1,1,0,0,10,3,1,2,0,"gml-2.1"
4137,4137031,6,10,1998,9,10,1998,4,1,0,0,16,4,1,2,0,"gml-2.1"
4137,4137032,10,10,1998,10,10,1998,1,2,0,0,7,3,1,2,0,"gml-2.1"
4137,4137033,12,10,1998,12,10,1998,1,1,0,0,16,4,1,2,0,"gml-2.1"
4137,4137034,13,10,1998,27,10,1998,15,-4,0,0,1,2,16,2,0,"gml-2.1"
4137,4137035,23,10,1998,23,10,1998,1,11,0,0,1,2,15,2,0,"gml-2.1"
4137,4137036,3,11,1998,3,11,1998,1,38,0,0,16,4,1,2,0,"gml-2.1"
4137,4137037,11,12,1998,13,12,1998,3,4,0,0,16,4,1,2,0,"gml-2.1"
4137,4137038,17,12,1998,17,12,1998,1,2,0,0,11,3,2,4,0,"gml-2.1"
4137,4137039,19,12,1998,19,12,1998,1,26,0,0,12,3,1,2,0,"gml-2.1"
4137,4137040,14,1,1999,-9,1,1999,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4137,4137042,20,1,1999,20,1,1999,1,8,0,0,8,3,16,2,0,"gml-2.1"
4137,4137043,28,1,1999,30,1,1999,3,0,0,0,1,2,16,2,0,"gml-2.1"
4137,4137044,30,1,1999,30,1,1999,1,6,0,0,1,2,16,2,0,"gml-2.1"
4137,4137045,5,2,1999,5,2,1999,1,0,0,0,16,4,1,2,0,"gml-2.1"
4137,4137046,5,2,1999,5,2,1999,1,9,0,0,8,3,1,2,0,"gml-2.1"
4137,4137047,14,2,1999,14,2,1999,1,1,0,0,1,2,16,2,0,"gml-2.1"
4137,4137048,15,2,1999,15,2,1999,1,0,0,0,16,4,1,2,0,"gml-2.1"
4137,4137049,15,2,1999,15,2,1999,1,2,0,0,8,3,1,2,0,"gml-2.1"
4137,4137050,17,2,1999,17,2,1999,1,1,0,0,7,3,1,2,0,"gml-2.1"
4137,4137051,18,2,1999,18,2,1999,1,1,0,0,1,2,16,2,0,"gml-2.1"
4137,4137052,19,2,1999,19,2,1999,1,2,0,0,7,3,1,2,0,"gml-2.1"
4137,4137053,21,2,1999,-9,2,1999,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4137,4137054,22,2,1999,-9,2,1999,-9,-9,0,0,7,3,8,2,0,"gml-2.1"
4137,4137055,23,2,1999,23,2,1999,1,1,0,0,1,2,16,2,0,"gml-2.1"
4137,4137056,24,2,1999,27,2,1999,4,-1,0,0,7,3,1,2,0,"gml-2.1"
4137,4137057,26,2,1999,26,2,1999,1,2,0,0,7,3,1,2,0,"gml-2.1"
4137,4137058,28,2,1999,3,3,1999,4,-2,0,0,7,3,2,2,0,"gml-2.1"
4137,4137059,1,3,1999,4,3,1999,4,0,0,0,16,4,1,2,0,"gml-2.1"
4137,4137060,4,3,1999,4,3,1999,1,1,0,0,8,3,1,2,0,"gml-2.1"
4137,4137061,5,3,1999,-9,3,1999,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4137,4137062,8,3,1999,11,3,1999,4,-2,0,0,7,3,7,2,0,"gml-2.1"
4137,4137063,9,3,1999,20,3,1999,12,-8,0,0,7,3,19,2,0,"gml-2.1"
4137,4137064,12,3,1999,12,3,1999,1,1,0,0,1,2,16,2,0,"gml-2.1"
4137,4137065,13,3,1999,13,3,1999,1,0,0,0,1,2,19,2,0,"gml-2.1"
4137,4137066,13,3,1999,13,3,1999,1,2,0,0,7,3,1,2,0,"gml-2.1"
4137,4137067,15,3,1999,15,3,1999,1,1,0,0,1,2,16,2,0,"gml-2.1"
4137,4137068,16,3,1999,-9,3,1999,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4137,4137069,16,3,1999,16,3,1999,1,5,0,0,1,2,19,2,0,"gml-2.1"
4137,4137070,21,3,1999,21,3,1999,1,1,0,0,12,3,1,2,0,"gml-2.1"
4137,4137071,22,3,1999,22,3,1999,1,1,0,0,7,3,1,2,0,"gml-2.1"
4137,4137072,23,3,1999,-9,3,1999,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4137,4137073,24,3,1999,27,3,1999,4,-3,0,0,8,3,1,2,0,"gml-2.1"
4137,4137074,24,3,1999,10,6,1999,79,-78,4,-9,16,4,13,2,0,"gml-2.1"
4137,4137075,24,3,1999,27,3,1999,4,-2,0,0,16,4,1,2,0,"gml-2.1"
4137,4137076,25,3,1999,28,3,1999,4,12,0,0,8,3,10,2,0,"gml-2.1"
4137,4137077,9,4,1999,9,4,1999,1,4,0,0,16,4,1,2,0,"gml-2.1"
4137,4137078,13,4,1999,20,4,1999,8,-6,-9,-9,17,4,1,2,0,"gml-2.1"
4137,4137079,14,4,1999,-9,4,1999,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4137,4137081,25,4,1999,25,4,1999,1,5,-9,-9,17,4,1,2,0,"gml-2.1"
4137,4137082,30,4,1999,30,4,1999,1,11,-9,-9,17,4,1,2,0,"gml-2.1"
4137,4137083,11,5,1999,11,5,1999,1,5,0,0,17,4,1,2,0,"gml-2.1"
4137,4137084,16,5,1999,17,5,1999,2,0,-9,-9,17,4,1,2,0,"gml-2.1"
4137,4137085,17,5,1999,17,5,1999,1,2,0,0,11,3,1,2,0,"gml-2.1"
4137,4137086,19,5,1999,10,6,1999,23,-22,0,0,7,3,1,2,0,"gml-2.1"
4137,4137087,19,5,1999,10,6,1999,23,-22,0,0,7,3,1,2,0,"gml-2.1"
4137,4137088,19,5,1999,10,6,1999,23,-22,0,0,11,3,1,2,0,"gml-2.1"
4137,4137089,19,5,1999,10,6,1999,23,-22,0,0,11,3,1,2,0,"gml-2.1"
4137,4137090,19,5,1999,10,6,1999,23,-22,0,0,7,3,1,2,0,"gml-2.1"
4137,4137091,19,5,1999,10,6,1999,23,-22,0,0,7,3,1,2,0,"gml-2.1"
4137,4137092,19,5,1999,10,6,1999,23,-22,0,0,7,3,1,2,0,"gml-2.1"
4137,4137093,19,5,1999,10,6,1999,23,-22,0,0,7,3,1,2,0,"gml-2.1"
4137,4137094,19,5,1999,10,6,1999,23,-22,0,0,7,3,1,2,0,"gml-2.1"
4137,4137095,19,5,1999,10,6,1999,23,-22,0,0,7,3,1,2,0,"gml-2.1"
4137,4137096,19,5,1999,10,6,1999,23,-22,0,0,7,3,1,2,0,"gml-2.1"
4137,4137097,19,5,1999,10,6,1999,23,-18,0,0,7,3,1,2,0,"gml-2.1"
4137,4137098,23,5,1999,23,5,1999,1,2,0,0,11,3,1,2,0,"gml-2.1"
4137,4137099,25,5,1999,26,5,1999,2,2,-9,-9,17,4,1,2,0,"gml-2.1"
4137,4137100,28,5,1999,28,5,1999,1,8,0,0,7,3,1,2,0,"gml-2.1"
4137,4137101,5,6,1999,5,6,1999,1,-9,0,0,16,4,1,2,0,"gml-2.1"
4138,4138001,12,1,1999,12,1,1999,1,-9,1,3,17,4,1,1,0,"gml-2.1"
4140,4140001,1,12,1999,4,12,1999,4,-1,0,0,8,3,1,2,0,"gml-2.1"
4140,4140002,3,12,1999,6,12,1999,4,-3,0,0,11,3,1,2,0,"gml-2.1"
4140,4140003,3,12,1999,6,12,1999,4,121,0,0,11,3,1,2,0,"gml-2.1"
4140,4140004,5,4,2000,-9,4,2000,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4140,4140005,-9,7,2000,-9,7,2000,-9,-9,0,0,14,4,1,1,0,"gml-2.1"
4141,4141001,19,2,2000,19,2,2000,1,6,0,0,17,4,1,2,0,"gml-2.1"
4141,4141002,25,2,2000,25,2,2000,1,-9,0,0,17,4,1,2,0,"gml-2.1"
4143,4143001,20,9,1995,21,9,1995,2,97,0,0,17,4,1,1,0,"gml-2.1"
4143,4143002,27,12,1995,27,12,1995,1,0,0,0,12,3,1,1,0,"gml-2.1"
4143,4143003,27,12,1995,27,12,1995,1,2,0,0,17,4,1,1,0,"gml-2.1"
4143,4143004,29,12,1995,29,12,1995,1,-9,0,0,11,3,1,1,0,"gml-2.1"
4143,4143005,-9,1,1996,-9,1,1996,-9,-9,0,0,12,3,1,1,0,"gml-2.1"
4143,4143006,-9,1,1996,-9,1,1996,-9,-9,0,0,16,4,1,1,0,"gml-2.1"
4143,4143007,12,3,1996,12,3,1996,1,129,0,0,12,3,1,1,0,"gml-2.1"
4143,4143008,19,7,1996,-9,7,1996,-9,-9,0,0,7,3,1,1,0,"gml-2.1"
4144,4144001,13,5,1997,13,5,1997,1,0,0,0,12,3,1,1,0,"gml-2.1"
4144,4144002,13,5,1997,15,5,1997,3,25,0,0,15,4,1,1,0,"gml-2.1"
4144,4144003,9,6,1997,9,6,1997,1,132,0,0,12,3,1,1,0,"gml-2.1"
4144,4144004,19,10,1997,19,10,1997,1,-9,-9,-9,16,4,1,1,0,"gml-2.1"
4145,4145001,-9,4,1994,-9,4,1994,-9,-9,0,0,15,4,1,2,0,"gml-2.1"
4146,4146001,3,3,1995,3,3,1995,1,0,0,0,12,3,1,4,0,"gml-2.1"
4146,4146002,3,3,1995,3,3,1995,1,2,0,0,15,4,1,4,0,"gml-2.1"
4146,4146003,5,3,1995,-9,3,1995,-9,-9,0,0,15,4,1,4,0,"gml-2.1"
4147,4147001,16,7,1998,16,7,1998,1,-9,0,0,7,3,1,2,0,"gml-2.1"
4147,4147002,-9,8,1998,-9,8,1998,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4148,4148001,6,3,1996,-9,3,1996,-9,-9,0,0,15,4,1,2,0,"gml-2.1"
4149,4149001,30,10,1996,30,10,1996,1,-9,0,0,16,4,1,2,0,"gml-2.1"
4150,4150001,-9,8,1997,-9,8,1997,-9,-9,0,0,12,3,1,1,0,"gml-2.1"
4150,4150002,26,8,1997,26,8,1997,1,-9,0,0,11,3,1,1,0,"gml-2.1"
4151,4151001,24,2,2000,3,3,2000,9,-7,0,0,15,4,1,1,0,"gml-2.1"
4151,4151002,25,2,2000,-9,2,2000,-9,-9,0,0,7,3,1,1,0,"gml-2.1"
4151,4151003,15,3,2000,-9,4,2000,-9,-9,0,0,11,3,1,2,1,"gml-2.1"
4152,4152001,28,12,2000,29,12,2000,2,135,0,0,12,3,1,1,0,"gml-2.1"
4152,4152002,13,5,2001,13,5,2001,1,-9,0,0,12,3,1,1,0,"gml-2.1"
4153,4153001,7,3,1997,-9,3,1997,-9,-9,0,0,15,4,1,2,0,"gml-2.1"
4154,4154001,-9,4,1997,28,5,1997,-9,-9,0,0,15,4,1,2,0,"gml-2.1"
4154,4154002,-9,4,1997,-9,4,1997,-9,-9,0,0,7,3,1,2,0,"gml-2.1"
4154,4154003,-9,5,1997,-9,5,1997,-9,-9,0,0,16,4,1,2,0,"gml-2.1"
4155,4155001,8,8,1999,-9,8,1999,-9,-9,0,0,15,4,1,2,0,"gml-2.1"
4156,4156001,3,6,2000,3,6,2000,1,1,0,0,7,3,1,2,0,"gml-2.1"
4156,4156002,4,6,2000,-9,6,2000,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4156,4156003,5,6,2000,-9,6,2000,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4156,4156004,10,6,2000,-9,6,2000,-9,-9,0,0,12,3,1,2,0,"gml-2.1"
4156,4156005,10,6,2000,-9,6,2000,-9,-9,0,0,12,3,1,2,0,"gml-2.1"
4157,4157001,-9,9,2000,-9,9,2000,-9,-9,0,0,12,3,1,4,0,"gml-2.1"
4158,4158001,20,3,1995,4,5,1995,46,62,0,0,14,4,1,0,0,"gml-2.1"
4158,4158002,5,7,1995,10,7,1995,6,-9,0,0,14,4,1,0,0,"gml-2.1"
4159,4159001,5,9,1995,5,9,1995,1,-9,0,0,11,3,1,4,0,"gml-2.1"
4160,4160001,8,8,1998,25,11,1998,110,-9,0,0,15,4,1,2,0,"gml-2.1"
4160,4160002,-9,8,1998,-9,9,1998,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4160,4160003,-9,9,1998,-9,9,1998,-9,-9,0,0,11,3,1,4,0,"gml-2.1"
4160,4160004,1,9,1998,-9,11,1998,-9,-9,0,0,7,3,1,4,3,"gml-2.1"
4160,4160005,15,9,1998,-9,11,1998,-9,-9,0,0,8,3,1,4,3,"gml-2.1"
4160,4160006,15,9,1998,15,9,1998,1,17,0,0,1,2,1,4,0,"gml-2.1"
4160,4160008,2,10,1998,2,10,1998,1,6,0,0,12,3,1,4,0,"gml-2.1"
4160,4160009,8,10,1998,8,10,1998,1,-9,-9,-9,17,4,1,4,0,"gml-2.1"
4161,4161001,16,5,1999,16,5,1999,1,-9,-9,-9,16,4,1,3,0,"gml-2.1"
4162,4162001,7,9,1994,9,9,1994,3,-1,0,0,7,3,1,3,0,"gml-2.1"
4162,4162002,8,9,1994,9,9,1994,2,-9,0,0,11,3,1,2,0,"gml-2.1"
4163,4163001,-9,1,1994,10,12,1994,-9,-9,0,0,11,3,1,4,0,"gml-2.1"
4164,4164001,14,2,1994,31,5,1994,107,-9,0,0,7,3,1,1,0,"gml-2.1"
4165,4165001,12,6,1995,13,6,1995,2,-9,1,-9,17,4,1,1,0,"gml-2.1"
4166,4166001,3,2,1996,3,2,1996,1,72,1,-9,17,4,1,1,0,"gml-2.1"
4166,4166002,15,4,1996,8,5,1996,24,-9,3,-9,17,4,1,1,0,"gml-2.1"
4166,4166003,-9,5,1996,-9,5,1996,-9,-9,0,0,11,3,1,1,0,"gml-2.1"
4166,4166004,14,5,1996,-9,5,1996,-9,-9,0,0,11,3,1,1,0,"gml-2.1"
4166,4166005,3,5,1997,4,5,1997,2,-9,-9,-9,17,4,1,1,0,"gml-2.1"
4168,4168001,13,5,1995,13,5,1995,1,-9,1,11,17,4,1,4,0,"gml-2.1"
4169,4169001,20,1,1994,20,1,1994,1,-9,0,0,12,3,1,4,0,"gml-2.1"
4170,4170001,17,11,1996,-9,11,1996,-9,-9,0,0,11,3,1,4,0,"gml-2.1"
4170,4170002,28,11,1996,10,12,1996,13,-9,0,0,16,4,1,4,0,"gml-2.1"
4171,4171001,9,1,1997,11,1,1997,3,96,0,0,15,4,1,2,0,"gml-2.1"
4171,4171002,17,4,1997,30,4,1997,14,-6,0,0,15,4,1,2,0,"gml-2.1"
4171,4171003,24,4,1997,30,4,1997,7,22,0,0,15,4,1,2,0,"gml-2.1"
4171,4171004,22,5,1997,22,5,1997,1,7,0,0,15,4,1,2,0,"gml-2.1"
4171,4171005,29,5,1997,29,5,1997,1,0,0,0,7,3,1,2,0,"gml-2.1"
4171,4171006,29,5,1997,29,5,1997,1,0,0,0,16,4,1,2,0,"gml-2.1"
4171,4171007,29,5,1997,2,6,1997,5,-9,0,0,15,4,1,2,0,"gml-2.1"
4171,4171008,-9,8,1997,-9,8,1997,-9,-9,0,0,15,4,1,2,0,"gml-2.1"
4171,4171009,6,8,1997,-9,8,1997,-9,-9,0,0,15,4,1,2,0,"gml-2.1"
4172,4172001,6,2,1997,6,2,1997,1,-9,0,0,16,4,1,4,0,"gml-2.1"
4173,4173001,13,7,1996,13,7,1996,1,-9,0,0,16,4,1,1,0,"gml-2.1"
4174,4174001,15,8,1997,-9,8,1997,-9,-9,0,0,15,4,1,2,0,"gml-2.1"
4175,4175001,13,2,1998,13,2,1998,1,300,-9,-9,17,4,1,1,0,"gml-2.1"
4175,4175003,10,12,1998,10,12,1998,1,43,0,0,17,4,1,1,0,"gml-2.1"
4175,4175004,22,1,1999,23,1,1999,2,8,0,0,17,4,1,1,0,"gml-2.1"
4175,4175005,31,1,1999,31,1,1999,1,-9,-9,-9,17,4,1,1,0,"gml-2.1"
4175,4175006,-9,2,1999,-9,2,1999,-9,-9,-9,-9,16,4,1,1,0,"gml-2.1"
4175,4175007,25,2,1999,25,2,1999,1,44,0,0,17,4,1,1,0,"gml-2.1"
4175,4175008,10,4,1999,10,4,1999,1,64,1,1,17,4,1,1,0,"gml-2.1"
4175,4175009,13,6,1999,18,6,1999,6,-4,-9,-9,17,4,1,1,0,"gml-2.1"
4175,4175010,14,6,1999,18,6,1999,5,4,-9,-9,17,4,1,1,0,"gml-2.1"
4175,4175011,22,6,1999,22,6,1999,1,4,-9,-9,16,4,1,1,0,"gml-2.1"
4175,4175012,26,6,1999,27,6,1999,2,43,0,0,17,4,1,1,0,"gml-2.1"
4175,4175013,9,8,1999,9,8,1999,1,13,0,0,17,4,1,1,0,"gml-2.1"
4175,4175014,22,8,1999,23,8,1999,2,2,-9,-9,17,4,1,1,0,"gml-2.1"
4175,4175015,25,8,1999,26,8,1999,2,36,-9,-9,17,4,1,1,0,"gml-2.1"
4175,4175016,1,10,1999,1,10,1999,1,-9,0,0,17,4,1,1,0,"gml-2.1"
4176,4176001,25,5,1997,-9,5,1997,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
4176,4176002,25,5,1997,-9,5,1997,-9,-9,0,0,8,3,4,2,0,"gml-2.1"
4177,4177001,29,10,1999,-9,10,1999,-9,-9,0,0,14,4,1,4,0,"gml-2.1"
4178,4178001,13,10,1999,13,10,1999,1,-9,0,0,16,4,1,4,0,"gml-2.1"
4179,4179001,15,8,1999,15,8,1999,1,48,0,0,16,4,1,4,0,"gml-2.1"
4179,4179002,2,10,1999,3,10,1999,2,-9,0,0,16,4,1,4,0,"gml-2.1"
4180,4180001,14,5,1999,-9,5,1999,-9,-9,0,0,7,3,1,1,0,"gml-2.1"
4180,4180002,12,7,1999,15,7,1999,4,-9,0,0,7,3,1,1,0,"gml-2.1"
4182,4182001,6,4,1993,6,4,1993,1,97,0,0,12,3,1,2,0,"gml-2.1"
4182,4182002,12,7,1993,15,7,1993,4,-3,0,0,7,3,1,2,0,"gml-2.1"
4182,4182003,12,7,1993,15,7,1993,4,3,0,0,7,3,1,2,0,"gml-2.1"
4182,4182004,18,7,1993,18,7,1993,1,5,0,0,1,2,1,2,0,"gml-2.1"
4182,4182005,23,7,1993,31,7,1993,9,-8,1,5,16,4,1,2,0,"gml-2.1"
4182,4182006,23,7,1993,31,7,1993,9,-1,1,14,17,4,1,2,0,"gml-2.1"
4182,4182007,30,7,1993,30,7,1993,1,20,0,0,11,3,1,2,0,"gml-2.1"
4182,4182008,19,8,1993,19,8,1993,1,0,-9,-9,16,4,1,2,0,"gml-2.1"
4182,4182009,19,8,1993,19,8,1993,1,116,0,0,7,3,1,2,0,"gml-2.1"
4182,4182010,13,12,1993,13,12,1993,1,16,0,0,14,4,1,2,0,"gml-2.1"
4182,4182011,29,12,1993,29,12,1993,1,6,0,0,16,4,1,2,0,"gml-2.1"
4182,4182012,4,1,1994,4,1,1994,1,2,0,0,16,4,1,2,0,"gml-2.1"
4182,4182013,6,1,1994,6,1,1994,1,13,0,0,16,4,1,2,0,"gml-2.1"
4182,4182014,19,1,1994,19,1,1994,1,19,0,0,16,4,1,2,0,"gml-2.1"
4182,4182015,7,2,1994,7,2,1994,1,10,-9,-9,16,4,1,2,0,"gml-2.1"
4182,4182016,17,2,1994,17,2,1994,1,2,-9,-9,16,4,1,2,0,"gml-2.1"
4182,4182017,19,2,1994,19,2,1994,1,3,0,0,16,4,1,2,0,"gml-2.1"
4182,4182018,22,2,1994,22,2,1994,1,5,0,0,16,4,1,2,0,"gml-2.1"
4182,4182019,27,2,1994,1,3,1994,3,7,0,0,16,4,1,2,0,"gml-2.1"
4182,4182020,8,3,1994,12,3,1994,5,5,-9,-9,16,4,1,2,0,"gml-2.1"
4182,4182021,17,3,1994,31,3,1994,15,6,-9,-9,16,4,1,2,0,"gml-2.1"
4182,4182022,6,4,1994,10,4,1994,5,4,0,0,16,4,1,2,0,"gml-2.1"
4182,4182023,14,4,1994,15,4,1994,2,4,-9,-9,16,4,1,2,0,"gml-2.1"
4182,4182024,19,4,1994,21,4,1994,3,4,0,0,16,4,1,2,0,"gml-2.1"
4182,4182025,25,4,1994,28,4,1994,4,12,0,0,16,4,1,2,0,"gml-2.1"
4182,4182026,10,5,1994,27,5,1994,18,-4,0,0,16,4,1,2,0,"gml-2.1"
4182,4182027,23,5,1994,23,5,1994,1,9,0,0,1,2,1,2,0,"gml-2.1"
4182,4182028,1,6,1994,12,6,1994,12,-10,0,0,16,4,1,2,0,"gml-2.1"
4182,4182029,2,6,1994,2,6,1994,1,0,0,0,16,4,1,2,0,"gml-2.1"
4182,4182030,2,6,1994,2,6,1994,1,14,0,0,17,4,1,2,0,"gml-2.1"
4182,4182031,16,6,1994,24,6,1994,9,6,1,1,16,4,1,2,0,"gml-2.1"
4182,4182032,30,6,1994,30,6,1994,1,2,0,0,17,4,1,2,0,"gml-2.1"
4182,4182033,2,7,1994,13,7,1994,12,4,0,0,16,4,1,2,0,"gml-2.1"
4182,4182034,17,7,1994,18,7,1994,2,0,0,0,16,4,1,2,0,"gml-2.1"
4182,4182035,18,7,1994,18,7,1994,1,2,0,0,16,4,1,2,0,"gml-2.1"
4182,4182036,20,7,1994,20,7,1994,1,3,0,0,17,4,1,2,0,"gml-2.1"
4182,4182037,23,7,1994,-9,7,1994,-9,-9,0,0,15,4,1,2,0,"gml-2.1"
4182,4182038,24,7,1994,31,7,1994,8,-6,0,0,16,4,1,2,0,"gml-2.1"
4182,4182039,25,7,1994,26,7,1994,2,7,0,0,16,4,1,2,0,"gml-2.1"
4182,4182040,2,8,1994,9,8,1994,8,2,0,0,16,4,1,2,0,"gml-2.1"
4182,4182041,11,8,1994,12,8,1994,2,3,0,0,16,4,1,2,0,"gml-2.1"
4182,4182042,15,8,1994,20,8,1994,6,2,0,0,16,4,1,2,0,"gml-2.1"
4182,4182043,22,8,1994,3,9,1994,13,-12,0,0,16,4,1,2,0,"gml-2.1"
4182,4182044,22,8,1994,22,8,1994,1,17,0,0,7,3,1,2,0,"gml-2.1"
